#Resampling
#Console: python /store/home/mad/anaconda2/envs/python3/bin/transit resampling 2018_Carey_A-H/Rv_1.wig,2018_Carey_A-H/Rv_2.wig,2018_Carey_A-H/Rv_3.wig 2018_Carey_A-H/663_1.wig,2018_Carey_A-H/663_2.wig /quartz/data/TnSeq/tnseq_matrix_project/tuberculosis/H37Rv.prot_table /quartz/data/TnSeq/tnseq_matrix_project/tuberculosis/Results/result_resampling_carey_663_vs_carey_rv_LOESS.txt -l
#Control Data: b'2018_Carey_A-H/Rv_1.wig,2018_Carey_A-H/Rv_2.wig,2018_Carey_A-H/Rv_3.wig'
#Experimental Data: b'2018_Carey_A-H/663_1.wig,2018_Carey_A-H/663_2.wig'
#Annotation path: b'/quartz/data/TnSeq/tnseq_matrix_project/tuberculosis/H37Rv.prot_table' 
#Time: 2109.9459793567657
#Orf	Name	Desc	Sites	Mean Ctrl	Mean Exp	log2FC	Sum Ctrl	Sum Exp	Delta Mean	p-value	Adj. p-value
Rv1933c	fadE18	PROBABLE ACYL-CoA DEHYDROGENASE FADE18 	10	87.5	85.9	-0.03	2625.5	1717.46	-1.6	0.96140	1.00000
Rv1934c	fadE17	PROBABLE ACYL-CoA DEHYDROGENASE FADE17 	12	160.2	134.5	-0.25	5766.9	3227.37	-25.7	0.65520	0.98465
Rv1935c	echA13	enoyl-CoA hydratase 	10	155.0	142.0	-0.13	4649.8	2839.01	-13.0	0.86860	1.00000
Rv1936	-	POSSIBLE MONOOXYGENASE 	17	200.7	228.0	0.18	10235.9	7753.47	27.3	0.65070	0.98271
Rv1937	-	POSSIBLE OXYGENASE 	48	89.0	82.2	-0.11	12811.1	7895.47	-6.7	0.75540	0.99595
Rv1938	ephB	PROBABLE EPOXIDE HYDROLASE EPHB (EPOXIDE HYDRATASE) 	17	50.8	47.5	-0.10	2588.9	1614.75	-3.3	0.88090	1.00000
Rv1939	-	PROBABLE OXIDOREDUCTASE 	5	40.8	78.4	0.94	611.3	783.68	37.6	0.44590	0.92394
Rv1940	ribA1	Probable Riboflavin biosynthesis protein ribA1 (GTP cyclohydrolase II) 	9	219.0	203.7	-0.10	5911.8	3667.36	-15.2	0.87340	1.00000
Rv1941	-	PROBABLE SHORT-CHAIN TYPE DEHYDROGENASE/REDUCTASE 	4	95.0	27.3	-1.80	1140.3	218.63	-67.7	0.67790	0.98519
Rv1942c	-	hypothetical protein Rv1942c 	2	48.5	50.4	0.06	291.2	201.78	1.9	1.00000	1.00000
Rv1943c	-	hypothetical protein Rv1943c 	10	63.0	52.4	-0.27	1891.4	1047.48	-10.7	0.75040	0.99595
Rv1944c	-	hypothetical protein Rv1944c 	8	116.0	138.4	0.26	2783.8	2214.75	22.4	0.67900	0.98519
Rv1945	-	hypothetical protein Rv1945 	21	128.7	104.9	-0.29	8108.6	4406.98	-23.8	0.44620	0.92394
Rv1946c	lppG	POSSIBLE LIPOPROTEIN 	7	133.9	124.1	-0.11	2811.1	1737.82	-9.7	0.94050	1.00000
Rv1947	-	hypothetical protein Rv1947 	5	300.3	425.3	0.50	4504.8	4253.03	125.0	0.63730	0.97741
Rv1948c	-	hypothetical protein Rv1948c 	17	87.9	64.5	-0.45	4481.3	2192.95	-23.4	0.48590	0.93838
Rv1949c	-	hypothetical protein Rv1949c 	21	207.1	222.6	0.10	13049.7	9349.83	15.5	0.85540	1.00000
Rv1950c	-	hypothetical protein Rv1950c 	6	303.8	265.0	-0.20	5468.3	3180.38	-38.8	0.67090	0.98519
Rv1951c	-	hypothetical protein Rv1951c 	5	121.7	144.9	0.25	1826.1	1449.34	23.2	0.64590	0.98207
Rv1952	-	hypothetical protein Rv1952 	2	119.6	120.0	0.01	717.5	480.00	0.4	0.99330	1.00000
Rv1953	-	hypothetical protein Rv1953 	12	155.8	132.2	-0.24	5607.5	3172.85	-23.6	0.74310	0.99595
Rv1954c	-	hypothetical protein Rv1954c 	11	318.5	227.1	-0.49	10511.9	4996.23	-91.4	0.38400	0.90731
Rv1955	-	hypothetical protein Rv1955 	9	285.2	316.8	0.15	7700.5	5702.86	31.6	0.76110	0.99595
Rv1956	-	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN 	8	246.5	239.5	-0.04	5916.1	3831.94	-7.0	0.93060	1.00000
Rv1957	-	hypothetical protein Rv1957 	13	77.7	255.2	1.72	3029.1	6635.77	177.6	0.00020	0.00775
Rv1958c	-	hypothetical protein Rv1958c 	11	159.5	165.6	0.05	5262.3	3644.04	6.2	0.93840	1.00000
Rv1959c	-	hypothetical protein Rv1959c 	7	290.9	244.5	-0.25	6109.4	3423.47	-46.4	0.73700	0.99595
Rv1960c	-	hypothetical protein Rv1960c 	4	166.0	190.9	0.20	1992.5	1527.22	24.9	0.81010	1.00000
Rv1961	-	hypothetical protein Rv1961 	10	198.0	297.9	0.59	5940.6	5958.01	99.9	0.46160	0.92394
Rv1962c	-	hypothetical protein Rv1962c 	14	136.9	161.5	0.24	5748.8	4522.15	24.6	0.49420	0.93838
Rv1963c	mce3R	PROBABLE TRANSCRIPTIONAL REPRESSOR (PROBABLY TETR-FAMILY) MCE3R 	18	70.2	41.9	-0.74	3790.2	1507.82	-28.3	0.14230	0.70459
Rv1964	yrbE3A	CONSERVED HYPOTHETICAL INTEGRAL MEMBRANE PROTEIN YRBE3A 	7	273.5	363.7	0.41	5743.4	5091.61	90.2	0.29790	0.88016
Rv1965	yrbE3B	CONSERVED HYPOTHETICAL INTEGRAL MEMBRANE PROTEIN YRBE3B 	15	233.4	174.3	-0.42	10503.1	5229.98	-59.1	0.29070	0.87473
Rv1966	mce3A	MCE-FAMILY PROTEIN MCE3A 	15	187.5	133.9	-0.49	8437.3	4018.48	-53.5	0.28890	0.87321
Rv1967	mce3B	MCE-FAMILY PROTEIN MCE3B 	13	255.8	254.1	-0.01	9977.8	6607.78	-1.7	0.97590	1.00000
Rv1968	mce3C	MCE-FAMILY PROTEIN MCE3C 	12	165.5	98.9	-0.74	5959.3	2372.60	-66.7	0.29940	0.88027
Rv1969	mce3D	MCE-FAMILY PROTEIN MCE3D 	13	153.7	127.6	-0.27	5993.8	3316.94	-26.1	0.65230	0.98400
Rv1970	lprM	POSSIBLE MCE-FAMILY LIPOPROTEIN LPRM (MCE-FAMILY LIPOPROTEIN MCE3E) 	10	81.0	64.0	-0.34	2431.3	1280.53	-17.0	0.70770	0.99567
Rv1971	mce3F	MCE-FAMILY PROTEIN MCE3F 	20	208.4	175.6	-0.25	12501.4	7024.55	-32.7	0.50290	0.94287
Rv1972	-	PROBABLE CONSERVED MCE ASSOCIATED MEMBRANE PROTEIN 	5	136.8	163.2	0.25	2052.2	1632.23	26.4	0.71080	0.99595
Rv1973	-	POSSIBLE CONSERVED MCE ASSOCIATED MEMBRANE PROTEIN 	4	82.6	62.0	-0.41	991.1	496.07	-20.6	0.55660	0.95602
Rv1974	-	PROBABLE CONSERVED MEMBRANE PROTEIN 	8	172.7	157.7	-0.13	4145.9	2523.16	-15.1	0.79660	0.99955
Rv1975	-	hypothetical protein Rv1975 	13	212.0	266.4	0.33	8266.3	6925.20	54.4	0.54030	0.95348
Rv1976c	-	hypothetical protein Rv1976c 	3	193.4	266.6	0.46	1740.2	1599.43	73.2	0.70220	0.99283
Rv1977	-	hypothetical protein Rv1977 	13	158.3	264.5	0.74	6174.6	6876.20	106.1	0.01470	0.23555
Rv1978	-	hypothetical protein Rv1978 	14	334.1	238.6	-0.49	14032.6	6681.81	-95.5	0.17570	0.72949
Rv1979c	-	POSSIBLE CONSERVED PERMEASE 	38	319.3	247.1	-0.37	36395.4	18783.17	-72.1	0.21110	0.78941
Rv1980c	mpt64	IMMUNOGENIC PROTEIN MPT64 (ANTIGEN MPT64/MPB64) 	19	332.0	304.1	-0.13	18921.8	11555.60	-27.9	0.67470	0.98519
Rv1981c	nrdF	ribonucleotide-diphosphate reductase subunit beta 	24	375.1	381.9	0.03	27005.0	18329.39	6.8	0.92420	1.00000
Rv1982c	-	hypothetical protein Rv1982c 	5	249.1	311.0	0.32	3735.9	3110.35	62.0	0.65070	0.98271
Rv1983	PE_PGRS35	PE-PGRS FAMILY PROTEIN 	34	372.1	345.3	-0.11	37956.5	23480.52	-26.8	0.72010	0.99595
Rv1984c	cfp21	PROBABLE CUTINASE PRECURSOR CFP21 	13	405.9	299.3	-0.44	15829.4	7783.00	-106.5	0.19310	0.76511
Rv1985c	-	chromosome replication initiation inhibitor protein 	14	211.8	268.1	0.34	8896.3	7507.55	56.3	0.52390	0.95052
Rv1986	-	PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN 	8	75.5	163.9	1.12	1813.1	2622.92	88.4	0.11830	0.68309
Rv1987	-	POSSIBLE CHITINASE 	9	276.8	257.5	-0.10	7474.0	4635.36	-19.3	0.80980	1.00000
Rv1988	-	PROBABLE METHYLTRANSFERASE 	6	226.7	229.5	0.02	4081.0	2754.44	2.8	0.98270	1.00000
Rv1989c	-	hypothetical protein Rv1989c 	11	329.3	299.2	-0.14	10866.3	6583.21	-30.0	0.73570	0.99595
Rv1990A	-	POSSIBLE DEHYDROGENASE (FRAGMENT) 	4	266.1	315.7	0.25	3193.3	2525.43	49.6	0.77000	0.99595
Rv1990c	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN 	6	0.4	0.0	-0.52	7.7	0.00	-0.4	0.50870	0.94344
Rv1991c	-	hypothetical protein Rv1991c 	6	277.6	290.0	0.06	4996.9	3479.63	12.4	0.89120	1.00000
Rv1992c	ctpG	PROBABLE METAL CATION TRANSPORTER P-TYPE ATPASE G CTPG 	34	240.1	231.2	-0.05	24491.8	15719.82	-8.9	0.85330	1.00000
Rv1993c	-	hypothetical protein Rv1993c 	5	136.9	312.4	1.19	2053.0	3123.87	175.5	0.14750	0.70459
Rv1994c	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN 	8	130.1	126.0	-0.05	3123.4	2016.07	-4.1	0.94860	1.00000
Rv1995	-	hypothetical protein Rv1995 	8	451.5	322.0	-0.49	10836.6	5152.70	-129.5	0.36950	0.90731
Rv1996	-	hypothetical protein Rv1996 	13	176.4	297.3	0.75	6877.7	7728.65	120.9	0.19670	0.77287
Rv1997	ctpF	PROBABLE METAL CATION TRANSPORTER P-TYPE ATPASE A CTPF 	29	137.3	152.0	0.15	11947.4	8817.57	14.7	0.73350	0.99595
Rv1998c	-	hypothetical protein Rv1998c 	19	111.6	66.8	-0.74	6363.7	2539.55	-44.8	0.25950	0.83664
Rv1999c	-	PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN 	26	234.9	247.2	0.07	18321.6	12853.93	12.3	0.87580	1.00000
Rv2000	-	hypothetical protein Rv2000 	35	192.5	196.6	0.03	20210.0	13763.94	4.2	0.92430	1.00000
Rv2001	-	hypothetical protein Rv2001 	15	63.7	52.1	-0.29	2867.6	1564.06	-11.6	0.58590	0.96820
Rv2002	fabG3	POSSIBLE 20-BETA-HYDROXYSTEROID DEHYDROGENASE FABG3 (Cortisone reductase) ((R)-20-hydroxysteroid dehydrogenase) 	10	41.5	38.4	-0.11	1244.2	767.25	-3.1	0.85970	1.00000
Rv2003c	-	hypothetical protein Rv2003c 	13	57.1	54.5	-0.07	2227.3	1417.46	-2.6	0.92820	1.00000
Rv2004c	-	hypothetical protein Rv2004c 	25	53.7	59.3	0.14	4025.9	2966.16	5.6	0.85050	1.00000
Rv2005c	-	hypothetical protein Rv2005c 	13	150.4	59.9	-1.33	5865.3	1557.53	-90.5	0.10690	0.65799
Rv2006	otsB1	PROBABLE TREHALOSE-6-PHOSPHATE PHOSPHATASE OTSB1 (TREHALOSE-PHOSPHATASE) (TPP) 	82	38.6	54.1	0.49	9492.4	8875.30	15.5	0.26450	0.84389
Rv2007c	fdxA	PROBABLE FERREDOXIN FDXA 	8	175.9	297.9	0.76	4222.6	4766.38	122.0	0.67470	0.98519
Rv2008c	-	hypothetical protein Rv2008c 	29	66.4	34.0	-0.96	5775.2	1974.52	-32.3	0.10670	0.65799
Rv2009	-	hypothetical protein Rv2009 	4	53.9	45.1	-0.26	646.2	360.67	-8.8	0.84370	1.00000
Rv2010	-	hypothetical protein Rv2010 	7	172.3	218.5	0.34	3618.4	3059.39	46.2	0.55700	0.95602
Rv2011c	-	hypothetical protein Rv2011c 	6	173.0	55.2	-1.65	3113.6	662.66	-117.8	0.05030	0.44688
Rv2012	-	hypothetical protein Rv2012 	11	208.0	148.4	-0.49	6863.4	3264.78	-59.6	0.41780	0.91054
Rv2013	-	POSSIBLE TRANSPOSASE 	3	21.6	33.4	0.63	194.4	200.66	11.8	0.82920	1.00000
Rv2014	-	POSSIBLE TRANSPOSASE 	4	290.8	224.1	-0.38	3489.8	1792.48	-66.8	0.59160	0.96982
Rv2015c	-	hypothetical protein Rv2015c 	11	203.4	256.8	0.34	6711.5	5650.59	53.5	0.42610	0.91583
Rv2016	-	hypothetical protein Rv2016 	7	201.1	223.5	0.15	4222.1	3128.47	22.4	0.87520	1.00000
Rv2017	-	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN 	12	0.5	2.2	2.24	16.4	51.80	1.7	0.05730	0.47433
Rv2018	-	hypothetical protein Rv2018 	14	14.4	27.5	0.93	605.3	768.63	13.0	0.15570	0.70459
Rv2019	-	hypothetical protein Rv2019 	6	353.1	228.7	-0.63	6356.0	2744.75	-124.4	0.19890	0.77467
Rv2020c	-	hypothetical protein Rv2020c 	4	412.7	384.6	-0.10	4953.0	3076.67	-28.2	0.90860	1.00000
Rv2021c	-	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN 	6	229.8	176.1	-0.38	4137.0	2113.64	-53.7	0.58860	0.96820
Rv2022c	-	hypothetical protein Rv2022c 	13	293.5	194.6	-0.59	11444.9	5059.93	-98.8	0.18690	0.75250
Rv2023c	-	hypothetical protein Rv2023c 	2	231.4	89.9	-1.36	1388.7	359.43	-141.6	0.07510	0.54063
Rv2024c	-	hypothetical protein Rv2024c 	15	377.2	95.3	-1.99	16974.5	2858.10	-281.9	0.00000	0.00000
Rv2025c	-	POSSIBLE CONSERVED MEMBRANE PROTEIN 	11	192.1	117.3	-0.71	6338.1	2579.90	-74.8	0.25970	0.83664
Rv2026c	-	hypothetical protein Rv2026c 	11	17.4	13.2	-0.39	574.5	291.32	-4.2	0.71340	0.99595
Rv2027c	-	Probable histidine kinase response regulator 	15	206.4	117.5	-0.81	9286.2	3523.50	-88.9	0.15800	0.70459
Rv2028c	-	hypothetical protein Rv2028c 	13	66.6	134.6	1.01	2598.1	3499.34	68.0	0.09700	0.62819
Rv2029c	pfkB	Probable phosphofructokinase PfkB (PHOSPHOHEXOKINASE) 	11	96.4	44.6	-1.11	3182.4	980.30	-51.9	0.14040	0.70459
Rv2030c	-	hypothetical protein Rv2030c 	34	93.3	84.7	-0.14	9517.8	5759.28	-8.6	0.71200	0.99595
Rv2031c	hspX	HEAT SHOCK PROTEIN HSPX (ALPHA-CRSTALLIN HOMOLOG) (14 kDa ANTIGEN) (HSP16.3) 	8	93.7	65.8	-0.51	2249.1	1052.19	-27.9	0.58030	0.96451
Rv2032	acg	Conserved hypothetical protein Acg 	18	38.9	41.4	0.09	2099.8	1490.69	2.5	0.90080	1.00000
Rv2033c	-	hypothetical protein Rv2033c 	11	127.5	119.8	-0.09	4208.7	2636.67	-7.7	0.91310	1.00000
Rv2034	-	Probable ArsR-type repressor protein 	3	51.4	7.6	-2.76	462.4	45.58	-43.8	0.60370	0.97405
Rv2035	-	hypothetical protein Rv2035 	12	133.9	80.9	-0.73	4821.4	1941.28	-53.0	0.18680	0.75250
Rv2036	-	hypothetical protein Rv2036 	9	50.2	20.0	-1.33	1355.0	360.13	-30.2	0.22560	0.80766
Rv2037c	-	POSSIBLE CONSERVED TRANSMEMBRANE PROTEIN 	16	36.3	53.3	0.56	1741.4	1705.85	17.0	0.47970	0.93412
Rv2038c	-	Probable sugar-transport ATP-binding protein ABC transporter 	17	44.7	77.3	0.79	2281.9	2626.88	32.5	0.33010	0.90336
Rv2039c	-	Probable sugar-transport integral membrane protein ABC transporter 	16	30.8	62.7	1.03	1477.5	2007.78	32.0	0.10710	0.65799
Rv2040c	-	Probable sugar-transport integral membrane protein ABC transporter 	18	104.0	33.1	-1.65	5616.9	1190.69	-70.9	0.06100	0.47958
Rv2041c	-	Probable sugar-binding lipoprotein 	25	75.1	64.0	-0.23	5634.2	3202.10	-11.1	0.59950	0.97355
Rv2042c	-	hypothetical protein Rv2042c 	15	79.0	38.9	-1.02	3557.2	1165.61	-40.2	0.15430	0.70459
Rv2043c	pncA	PYRAZINAMIDASE/NICOTINAMIDAS PNCA (PZase) 	12	139.0	57.1	-1.28	5003.7	1370.35	-81.9	0.02750	0.31897
Rv2044c	-	hypothetical protein Rv2044c 	7	214.1	77.1	-1.47	4496.3	1078.73	-137.1	0.07150	0.52636
Rv2045c	lipT	Probable carboxylesterase LipT 	29	109.5	57.5	-0.93	9528.8	3333.55	-52.1	0.01770	0.26265
Rv2046	lppI	Probable lipoprotein lppI 	10	183.6	201.7	0.14	5508.6	4033.91	18.1	0.79460	0.99955
Rv2047c	-	hypothetical protein Rv2047c 	32	71.4	79.5	0.15	6853.2	5086.49	8.1	0.74580	0.99595
Rv2048c	pks12	Probable polyketide synthase pks12 	147	36.8	35.7	-0.05	16250.7	10487.08	-1.2	0.85560	1.00000
Rv2049c	-	hypothetical protein Rv2049c 	1	59.8	108.9	0.87	179.4	217.90	49.1	0.39790	0.90731
Rv2050	-	hypothetical protein Rv2050 	5	0.0	0.0	0.00	0.0	0.00	0.0	1.00000	1.00000
Rv2051c	ppm1	Polyprenol-monophosphomannose synthase Ppm1 	33	61.1	50.1	-0.29	6046.8	3304.22	-11.0	0.49810	0.94101
Rv2052c	-	hypothetical protein Rv2052c 	21	298.0	246.2	-0.28	18773.1	10342.46	-51.7	0.45660	0.92394
Rv2053c	fxsA	FxsA 	4	650.1	601.1	-0.11	7801.5	4808.44	-49.1	0.85890	1.00000
Rv2054	-	hypothetical protein Rv2054 	16	284.1	355.2	0.32	13634.6	11365.52	71.1	0.53060	0.95108
Rv2055c	rpsR	30S ribosomal protein S18 	3	69.3	65.8	-0.07	623.4	395.01	-3.4	0.95860	1.00000
Rv2056c	rpsN	30S ribosomal protein S14 	3	52.5	42.5	-0.30	472.2	255.29	-9.9	0.87720	1.00000
Rv2057c	rpmG	50S ribosomal protein L33 	4	376.5	275.9	-0.45	4518.0	2207.15	-100.6	0.54940	0.95472
Rv2058c	rpmB	50S ribosomal protein L28 	5	562.9	481.6	-0.22	8443.1	4816.42	-81.2	0.66870	0.98519
Rv2059	-	hypothetical protein Rv2059 	20	191.3	177.1	-0.11	11476.0	7082.23	-14.2	0.78030	0.99737
Rv2060	-	Possible conserved integral membrane protein 	3	35.1	42.5	0.27	316.3	255.06	7.4	0.68220	0.98568
Rv2061c	-	hypothetical protein Rv2061c 	6	169.6	105.7	-0.68	3052.6	1268.01	-63.9	0.34090	0.90731
Rv2062c	cobN	cobaltochelatase 	50	92.4	97.8	0.08	13854.7	9782.55	5.5	0.82650	1.00000
Rv2063	-	hypothetical protein Rv2063 	3	43.9	68.9	0.65	395.1	413.69	25.0	0.68530	0.98692
Rv2064	cobG	Possible cobalamin biosynthesis protein CobG 	9	44.8	58.1	0.38	1209.0	1046.63	13.4	0.75730	0.99595
Rv2065	cobH	precorrin-8X methylmutase 	8	113.1	174.9	0.63	2714.0	2798.30	61.8	0.15200	0.70459
Rv2066	cobI	Probable bifunctional protein, CobI-CobJ fusion protein: S-adenosyl-L-methionine-precorrin-2 methyl transferase + precorrin-3 methylase 	22	187.7	297.6	0.66	12390.3	13093.85	109.9	0.07630	0.54559
Rv2067c	-	hypothetical protein Rv2067c 	34	137.9	110.5	-0.32	14063.5	7513.48	-27.4	0.31990	0.89196
Rv2068c	blaC	CLASS A BETA-LACTAMASE BLAC 	14	383.5	479.5	0.32	16106.8	13427.05	96.0	0.51850	0.94840
Rv2069	sigC	RNA polymerase sigma factor SigC 	8	194.5	258.0	0.41	4667.5	4128.45	63.5	0.30410	0.88244
Rv2070c	cobK	cobalt-precorrin-6x reductase 	16	40.9	58.1	0.51	1962.3	1858.78	17.2	0.47520	0.93309
Rv2071c	cobM	Probable precorrin-4 C11-methyltransferase CobM 	17	153.6	171.3	0.16	7831.9	5825.31	17.8	0.75950	0.99595
Rv2072c	cobL	Probable precorrin-6y methyltransferase CobL 	13	111.6	81.3	-0.46	4353.4	2113.88	-30.3	0.56180	0.95974
Rv2073c	-	Probable shortchain dehydrogenase 	10	234.5	235.6	0.01	7035.5	4712.82	1.1	0.99230	1.00000
Rv2074	-	hypothetical protein Rv2074 	6	100.0	94.6	-0.08	1800.7	1134.96	-5.5	0.88000	1.00000
Rv2075c	-	Possible hypothetical exported or envelope protein 	26	307.4	299.0	-0.04	23980.9	15549.92	-8.4	0.89600	1.00000
Rv2076c	-	hypothetical protein Rv2076c 	5	208.7	122.1	-0.77	3130.6	1220.73	-86.6	0.15180	0.70459
Rv2077A	-	hypothetical protein Rv2077A 	7	142.2	76.2	-0.90	2986.0	1066.56	-66.0	0.21610	0.79506
Rv2077c	-	POSSIBLE CONSERVED TRANSMEMBRANE PROTEIN 	19	199.8	189.6	-0.08	11391.4	7206.69	-10.2	0.83500	1.00000
Rv2078	-	hypothetical protein Rv2078 	3	20.6	84.1	2.03	185.2	504.49	63.5	0.00640	0.13163
Rv2079	-	hypothetical protein Rv2079 	34	117.7	95.1	-0.31	12005.1	6465.80	-22.6	0.46350	0.92476
Rv2080	lppJ	Possible lipoprotein lppJ 	10	288.4	198.0	-0.54	8650.6	3959.50	-90.4	0.11560	0.67433
Rv2081c	-	POSSIBLE TRANSMEMBRANE PROTEIN 	7	236.0	229.5	-0.04	4956.8	3212.47	-6.6	0.90310	1.00000
Rv2082	-	hypothetical protein Rv2082 	38	214.5	286.8	0.42	24456.2	21795.62	72.3	0.16650	0.71204
Rv2083	-	hypothetical protein Rv2083 	6	196.2	189.7	-0.05	3531.9	2276.58	-6.5	0.94800	1.00000
Rv2084	-	hypothetical protein Rv2084 	25	134.6	101.7	-0.40	10093.8	5085.89	-32.9	0.23970	0.81637
Rv2085	-	hypothetical protein Rv2085 	3	71.8	11.7	-2.62	646.3	70.31	-60.1	0.39070	0.90731
Rv2086	-	hypothetical protein Rv2086 	11	62.8	101.4	0.69	2071.5	2230.21	38.6	0.33270	0.90516
Rv2087	-	hypothetical protein Rv2087 	5	16.8	13.7	-0.30	252.5	136.51	-3.2	0.90730	1.00000
Rv2088	pknJ	PROBABLE TRANSMEMBRANE SERINE/THREONINE-PROTEIN KINASE J PKNJ (PROTEIN KINASE J) (STPK J) 	30	62.3	93.7	0.59	5608.2	5623.89	31.4	0.30950	0.88714
Rv2089c	pepE	Probable dipeptidase PepE 	21	45.6	21.8	-1.07	2875.8	916.04	-23.8	0.05320	0.45649
Rv2090	-	Probable 5'-3' exonuclease 	16	156.6	158.7	0.02	7517.9	5079.26	2.1	0.97230	1.00000
Rv2091c	-	Probable membrane protein 	19	134.9	92.8	-0.54	7687.1	3526.42	-42.1	0.20130	0.77678
Rv2092c	helY	PROBABLE ATP-DEPENDENT DNA HELICASE HELY 	40	191.1	231.5	0.28	22929.0	18518.44	40.4	0.31970	0.89196
Rv2093c	tatC	Probable Sec-independent protein translocase transmembrane protein tatC 	12	0.5	0.0	-0.61	19.0	0.00	-0.5	0.36370	0.90731
Rv2094c	tatA	twin argininte translocase protein A 	2	0.0	0.0	0.00	0.0	0.00	0.0	1.00000	1.00000
Rv2095c	-	hypothetical protein Rv2095c 	15	292.3	347.5	0.25	13152.2	10425.38	55.2	0.59370	0.96984
Rv2096c	-	hypothetical protein Rv2096c 	15	128.7	132.6	0.04	5791.4	3978.65	3.9	0.92570	1.00000
Rv2097c	-	hypothetical protein Rv2097c 	21	97.6	31.7	-1.62	6150.0	1331.46	-65.9	0.00030	0.01078
Rv2100	-	hypothetical protein Rv2100 	19	314.1	345.0	0.14	17904.7	13109.84	30.9	0.75160	0.99595
Rv2101	helZ	PROBABLE HELICASE HELZ 	28	258.7	240.3	-0.11	21733.0	13458.67	-18.4	0.73320	0.99595
Rv2102	-	hypothetical protein Rv2102 	12	227.7	212.9	-0.10	8197.1	5109.67	-14.8	0.82540	1.00000
Rv2103c	-	hypothetical protein Rv2103c 	5	241.9	301.5	0.32	3628.6	3015.28	59.6	0.65850	0.98519
Rv2104c	-	hypothetical protein Rv2104c 	1	187.1	187.5	0.00	561.4	374.91	0.3	1.00000	1.00000
Rv2105	-	PROBABLE TRANSPOSASE 	4	243.9	42.7	-2.51	2926.5	341.63	-201.2	0.03570	0.36807
Rv2106	-	PROBABLE TRANSPOSASE 	25	209.2	20.7	-3.34	15688.4	1035.97	-188.5	0.00000	0.00000
Rv2107	PE22	PE FAMILY PROTEIN 	9	127.3	154.5	0.28	3436.1	2781.77	27.3	0.63520	0.97697
Rv2108	PPE36	PPE FAMILY PROTEIN 	21	257.7	211.8	-0.28	16233.2	8896.38	-45.9	0.35620	0.90731
Rv2109c	prcA	proteasome (alpha subunit) PrcA 	18	1.0	0.8	-0.33	53.4	28.24	-0.2	0.73940	0.99595
Rv2110c	prcB	proteasome (beta subunit) PrcB 	18	1.9	0.2	-3.03	102.0	8.30	-1.7	0.14460	0.70459
Rv2111c	-	hypothetical protein Rv2111c 	1	3.8	0.0	-2.27	11.5	0.00	-3.8	0.40570	0.90731
Rv2112c	-	hypothetical protein Rv2112c 	32	80.8	34.7	-1.22	7759.0	2220.33	-46.1	0.00130	0.03705
Rv2113	-	Probable integral membrane protein 	11	676.8	571.4	-0.24	22335.8	12571.24	-105.4	0.58210	0.96646
Rv2114	-	hypothetical protein Rv2114 	14	340.1	273.4	-0.31	14282.9	7656.19	-66.6	0.45700	0.92394
Rv2115c	-	Probable ATPase 	29	208.5	65.6	-1.67	18142.9	3805.36	-142.9	0.00000	0.00000
Rv2116	lppK	Probable conserved lipoprotein lppK 	6	174.6	91.8	-0.93	3142.2	1101.36	-82.8	0.22100	0.80272
Rv2117	-	hypothetical protein Rv2117 	2	71.8	26.2	-1.45	430.7	105.00	-45.5	0.34810	0.90731
Rv2118c	-	POSSIBLE RNA METHYLTRANSFERASE 	14	256.3	223.7	-0.20	10763.0	6262.22	-32.6	0.66000	0.98519
Rv2119	-	hypothetical protein Rv2119 	20	154.3	118.2	-0.38	9259.8	4729.01	-36.1	0.32990	0.90336
Rv2120c	-	PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN 	8	91.7	98.6	0.10	2201.2	1577.91	6.9	0.89000	1.00000
Rv2121c	hisG	ATP phosphoribosyltransferase 	9	0.0	0.0	0.00	0.0	0.00	0.0	1.00000	1.00000
Rv2122c	hisE	phosphoribosyl-ATP pyrophosphatase 	3	0.0	0.0	0.00	0.0	0.00	0.0	1.00000	1.00000
Rv2123	PPE37	PPE FAMILY PROTEIN 	22	111.7	98.3	-0.18	7374.9	4326.94	-13.4	0.65570	0.98467
Rv2124c	metH	Probable 5-methyltetrahydrofolate--homocystein methyltransferase MetH (Methionine synthase, vitamin-B12 dependent isozyme) (MS) 	44	134.3	131.0	-0.04	17731.1	11528.24	-3.3	0.90520	1.00000
Rv2125	-	hypothetical protein Rv2125 	10	279.5	247.2	-0.18	8386.1	4943.66	-32.4	0.71720	0.99595
Rv2126c	PE_PGRS37	PE-PGRS FAMILY PROTEIN 	6	142.1	162.1	0.19	2557.1	1944.67	20.0	0.81640	1.00000
Rv2127	ansP1	Probable L-asparagine permease ansP1 	26	296.8	228.3	-0.38	23147.8	11871.56	-68.5	0.27160	0.85128
