Rv_ID,Name,Description,Final Call,Functional_Category,PE35_KO_vs_mbio_H37Rv,PPE68_KO_vs_mbio_H37Rv,Rv0950c_KO_vs_CB_WT,Rv0954_KO_vs_RJ_WT,Rv1096_KO_vs_CB_WT,Rv3005c_KO_day32_vs_dejesus_H37Rv_day32,Rv3594_KO_vs_Rubin_FLUTE_WT,Rv3684_KO_vs_CB_WT,Rv3717_KO_vs_Rubin_FLUTE_WT,Rv3811_KO_vs_Rubin_FLUTE_WT,bellerose_MB_HRZE_wk1_vs_bellerose_MB_d21_untreated,bellerose_MB_HRZE_wk1_vs_bellerose_MB_pretreatment,bellerose_MB_d21_untreated_vs_bellerose_MB_pretreatment,carey_621_vs_carey_rv,carey_630_vs_carey_rv,carey_631_vs_carey_rv,carey_632_vs_carey_rv,carey_641_vs_carey_rv,carey_662_vs_carey_rv,carey_663_vs_carey_rv,carey_667_vs_carey_rv,dejesus_H37Rv_day32_vs_dejesus_H37Rv_day0,dejesus_Rv0307c_day32_vs_dejesus_Rv0307c_day0,dejesus_Rv1432_day0_vs_dejesus_H37Rv_day0,dejesus_Rv1432_day32_vs_dejesus_H37Rv_day32,dejesus_Rv1432_day32_vs_dejesus_Rv1432_day0,dejesus_Rv1565c_day0_vs_dejesus_H37Rv_day0,dejesus_Rv1565c_day32_vs_dejesus_H37Rv_day32,dejesus_Rv1565c_day32_vs_dejesus_Rv1565c_day0,dejesus_Rv2680_day0_vs_dejesus_H37Rv_day0,dejesus_Rv2680_day32_vs_dejesus_H37Rv_day32,dejesus_Rv2680_day32_vs_dejesus_Rv2680_day0,dejesus_Rv3916c_day32_vs_dejesus_Rv3916c_day0,eccD1_KO_vs_mbio_H37Rv,espI_KO_vs_mbio_H37Rv,griffin_cholesterol_vs_griffin_glycerol,griffin_glycerol_vs_mbio_H37Rv,kieser_dPonA1_vs_mbio_H37Rv,korte_2016_otsa_trehalose_vs_korte_2016_otsa_7h9,marP_KO_vs_marP_WT,minato_minimal_plate_vs_minato_rich_plate,mishra_C3H_vs_mishra_B6,mishra_NOS2_vs_mishra_B6,mishra_NOS2_vs_mishra_C3H,nambi_2015_ctpC_vs_nambi_2015_wt,ritterhaus_hypoxia_H3_vs_ritterhaus_hypoxia_input,ritterhaus_hypoxia_H6_vs_ritterhaus_hypoxia_input,xu_emb_2.5_vs_xu_emb_0,xu_emb_3_vs_xu_emb_0,xu_inh_025_vs_xu_inh_0,xu_inh_02_vs_xu_inh_0,xu_mero_2.5_vs_xu_mero_0,xu_rif_4_vs_xu_rif_0,xu_van_16_vs_xu_van_0,zhang_AA_Rescue_vs_zhang_in_vitro_control_Rescue,zhang_DETA-NO_pH_7.0_vs_zhang_pH_7.0_no_NO_control,zhang_Fe_1.5mM_vs_zhang_Fe_450uM,zhang_Trp_Rescue_vs_zhang_in_vitro_control_Rescue,zhang_Tyloxapol_pH_6.5_vs_zhang_Tyloxapol_pH_4.5,zhang_Tyloxapol_pH_6.5_vs_zhang_pcit_pH_4.5,zhang_mhcii_mouse_d10_vs_zhang_wt_mouse_d10,zhang_mhcii_mouse_d45_vs_zhang_wt_mouse_d45,zhang_wt_mouse_d10_vs_zhang_input_library,zhang_wt_mouse_d45_vs_zhang_input_library,pca1,pca2,pca3,tsne1,tsne2,y_hc
Rv1335,cysO,Sulfur carrier protein CysO,GA,intermediary metabolism and respiration,-1.21,-1.08,-0.05,-0.02,-0.26,2.36,-0.19,-0.07,0.81,-0.06,-0.76,-1.15,-0.39,-0.55,-0.82,-0.54,0.16,-0.17,-0.6,0.3,1.05,-0.07,-0.71,-0.5,0.39,0.83,-1.89,-3.11,-1.29,-0.66,-1.01,-0.41,1.33,-0.91,-0.58,-0.09,-2.17,-1.52,1.14,-0.46,-0.2,-2.28,-1.62,0.67,-1.6,0.39,1.34,0.13,0.17,0.26,0.44,0.8,0.46,0.5,0.52,0.61,-0.61,0.82,-0.17,-2.22,0.43,-0.39,-0.34,0.78,8.350206041926029,2.9939985905939994,-4.758016774272165,-33.323612,27.276463,0
Rv1336,cysM,Cysteine synthase B CysM (CSASE B) (O-phosphoserine sulfhydrylase B) (O-phosphoserine (thiol)-lyase B),GA,intermediary metabolism and respiration,-0.21,0.05,-0.21,-0.88,-0.1,2.45,0.57,0.1,1.72,0.76,-1.82,-1.29,0.53,0.03,0.08,0.18,-0.15,0.08,0.17,0.4,1.31,-0.43,-0.49,-0.6,0.49,0.66,-0.3,-0.81,-0.94,-0.83,0.33,0.73,3.32,0.11,0.07,0.74,-1.03,-0.45,-0.06,-0.32,0.08,-1.13,-1.07,0.07,-2.14,0.56,1.96,0.02,-0.13,1.04,1.0,0.58,0.17,0.32,0.09,0.44,-1.26,-0.35,0.3,-0.01,0.33,0.45,-0.66,0.16,-0.845798147679329,0.4727635348282893,-1.8635706129147742,7.233383,4.1031547,0
Rv1337,-,Probable integral membrane protein,GA,cell wall and cell processes,-0.66,-0.51,-0.21,-1.65,-0.03,1.25,1.11,0.05,2.57,1.32,-0.2,-0.28,-0.08,0.12,0.47,1.11,0.58,0.5,0.22,0.51,2.2,-0.72,-1.32,0.01,1.62,0.88,0.27,0.05,-0.94,-0.84,-1.32,-1.21,-0.16,-0.6,-0.32,-0.31,-1.0,-1.25,0.7,-1.91,0.72,-1.72,-1.62,0.1,-0.94,0.36,1.43,0.03,2.31,-0.43,-0.11,0.42,0.28,0.51,-0.05,0.78,-0.56,-0.21,0.55,0.08,0.42,-1.42,-1.41,-0.97,-9.681850343073286,0.6808874471906436,-1.6700966675231794,17.140713,-31.127197,0
Rv1339,-,hypothetical protein,NE,conserved hypotheticals,-0.45,0.08,-0.89,-3.77,-0.6,0.0,4.0,-0.99,5.3,3.98,0.06,0.06,0.0,-0.24,-1.48,0.76,1.49,0.88,0.53,0.21,3.87,-3.34,0.0,-3.34,0.07,0.07,-1.5,1.84,-0.32,-5.03,0.24,-0.61,-4.81,-0.1,-0.17,0.0,-6.31,-4.59,-0.06,-2.18,-2.18,-0.85,-0.85,0.0,6.09,1.32,4.09,0.68,0.81,-0.27,-0.36,1.56,-0.1,0.34,4.13,0.5,-2.68,4.3,-0.71,4.54,1.27,0.14,-0.04,-3.43,12.167243386732492,0.8799627348280461,1.7147439736868986,-25.004517,32.14119,1
Rv1340,rphA,Probable ribonuclease RphA (RNase PH) (tRNA nucleotidyltransferase),NE,information pathways,-0.61,-0.91,-1.57,-2.57,-1.07,0.77,1.24,-1.29,2.09,0.77,1.16,3.41,-0.16,-5.25,-2.66,-2.65,-2.01,-1.19,-2.62,-3.58,0.77,-0.37,0.52,-0.37,0.0,0.0,-0.37,0.0,0.0,-0.37,0.0,0.0,0.0,-3.0,-2.51,-4.43,-1.17,-0.77,0.73,-5.22,-2.44,0.0,0.0,0.0,2.05,-0.14,1.92,0.15,0.1,1.87,1.08,0.02,-2.18,0.32,-0.18,-0.96,-0.66,-1.72,0.0,-1.06,-0.35,0.84,-1.0,-6.16,4.138809738625475,-1.340437685063231,-4.387051995380007,-3.4956877,31.851242,1
Rv1341,-,hypothetical protein,NE,conserved hypotheticals,-0.41,-0.45,-0.59,-1.56,0.02,-4.83,2.27,0.46,2.74,2.77,-2.36,-1.19,1.17,0.89,-0.69,1.57,1.47,1.51,0.8,1.6,3.6,1.96,3.72,4.73,3.42,0.65,1.16,-1.52,-0.71,-4.23,-5.11,1.09,-2.14,-0.06,-0.76,-0.1,0.46,0.04,4.36,-0.34,-1.39,1.18,0.47,-0.71,-2.31,0.46,1.73,-0.18,-0.53,-0.11,0.78,0.07,-0.13,0.33,-0.67,0.59,-2.19,-2.72,-0.91,-0.66,0.8,-0.12,3.51,4.12,-5.101722729812607,1.798422741799209,-5.0297476289406,17.705408,14.441554,3
Rv1342c,-,hypothetical protein,GD,cell wall and cell processes,2.15,0.24,0.79,-0.14,0.41,0.0,-0.06,-1.8,-0.15,-0.47,0.0,-0.17,-0.17,-1.29,-1.15,-1.45,-1.29,-1.29,-1.07,0.87,-0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,1.49,0.0,-1.25,1.91,2.64,0.57,7.16,0.0,0.0,0.0,0.0,0.0,0.0,1.61,3.04,-0.2,-0.2,-0.78,0.0,0.0,-6.51,0.0,0.0,-6.51,0.0,0.0,0.0,0.0,-5.44,-5.44,-4.966262945313537,-0.91723625366434,-0.8008409903248357,17.05194,-25.116388,1
Rv1343c,lprD,Probable conserved lipoprotein LprD,GD,cell wall and cell processes,-1.49,-1.07,-0.19,2.09,-0.76,0.0,-3.12,-2.55,0.08,-0.85,0.0,-0.94,-0.94,3.61,1.46,0.99,1.43,1.91,2.31,4.17,2.26,0.0,0.0,0.16,0.0,-0.16,1.8,0.34,-3.21,1.4,0.0,-1.4,0.0,-0.51,-0.83,-1.95,-1.17,-2.26,0.0,-0.16,3.13,-0.29,-0.29,0.0,3.17,-0.39,-1.33,0.36,0.34,-0.32,0.46,-0.15,0.14,0.31,-2.51,1.4,-3.29,-5.1,-1.9,0.0,0.0,0.42,-4.17,-4.17,9.834463673200267,-2.0546099998795775,2.9589894613347454,-22.207228,31.898224,1
Rv1344,mbtL,Acyl carrier protein (ACP) MbtL,NE,lipid metabolism,-1.02,-0.99,0.33,-0.66,-0.03,-5.03,0.39,0.48,1.04,-0.41,-0.19,-0.33,-0.13,-0.06,-0.0,0.54,0.05,0.12,0.28,0.34,-0.03,-0.2,-1.33,0.8,0.76,-0.24,-1.27,-1.05,0.02,-0.07,1.86,1.73,1.72,-0.99,-0.52,0.14,-1.98,-0.2,-0.73,-0.23,-0.91,-0.26,-0.36,-0.11,0.64,0.06,0.41,0.04,0.07,0.78,0.37,0.4,0.09,0.37,0.67,0.7,-0.26,1.12,0.01,0.85,0.43,0.28,-0.34,2.15,-7.4150994782354385,4.68203171023549,1.5034561962898556,0.41890725,-45.861572,3
Rv1345,mbtM,Probable fatty acyl-AMP ligase MbtM,NE,lipid metabolism,-0.41,-0.28,0.19,0.79,-0.16,-1.6,-0.8,-0.0,-0.1,-0.85,0.69,0.27,-0.43,0.73,0.54,1.45,0.73,0.31,0.68,0.75,0.69,-0.63,-1.99,-0.19,0.59,0.15,-2.11,-0.8,0.68,-0.16,1.32,0.84,1.12,-0.04,-0.18,-0.04,0.31,0.08,1.1,0.02,-0.44,-1.68,-1.97,-0.29,3.27,-0.85,-2.22,0.13,-0.06,-0.16,0.31,0.42,0.18,0.44,0.78,0.0,0.12,-0.33,-0.3,-0.02,0.66,-3.5,-0.49,0.43,-2.962288067450182,4.842005560574776,-2.427206756203398,-14.435573,-35.487362,0
Rv1346,mbtN,Acyl-CoA dehydrogenase MbtN,NE,lipid metabolism,0.41,0.54,-0.0,1.05,0.31,-1.66,0.43,0.05,0.44,0.77,0.24,-0.07,-0.31,0.09,0.0,0.82,0.19,0.29,0.19,-0.46,1.28,-0.5,-0.79,3.34,4.98,1.14,0.37,1.4,0.53,4.1,4.84,0.23,0.33,0.47,0.21,-1.01,-0.0,0.67,0.51,-0.41,-0.03,-0.88,-1.84,-0.96,2.94,0.41,0.54,-0.42,-0.56,0.06,0.03,0.06,-0.1,0.17,1.36,1.12,0.83,-0.5,0.77,0.69,0.32,-2.13,-0.44,1.86,-1.3502194646295582,-0.2870707358505552,0.33660693439200984,28.028223,-1.0308026,3
Rv1347c,mbtK,Lysine N-acetyltransferase MbtK,NE,lipid metabolism,-0.22,-0.33,0.3,-0.7,0.36,0.0,-1.21,0.58,0.01,-0.64,0.15,1.25,-0.06,1.96,0.79,1.84,2.59,1.82,2.04,2.38,1.76,-2.69,0.88,-5.74,0.12,-0.29,-3.38,0.0,-0.61,0.22,1.0,-2.66,-4.05,-0.97,-0.2,2.75,-7.6,0.41,1.71,0.79,-0.15,2.45,2.97,0.62,1.13,-1.17,-0.97,-0.5,-0.77,1.23,1.15,-0.9,-0.37,-0.14,0.75,-4.66,0.57,2.45,-5.11,-3.03,3.14,0.0,-3.54,-3.54,5.545257055216239,1.8191261151538773,-4.860871989857874,-28.836979,22.916607,1
Rv1348,irtA,Iron-regulated transporter IrtA,ESD,cell wall and cell processes,0.18,-0.37,0.29,2.95,0.24,0.0,-1.0,0.19,-3.5,-1.95,0.54,-1.75,-2.29,-0.75,-0.58,-0.08,-1.85,-0.94,-0.53,0.39,0.77,-2.06,-0.87,1.07,0.82,-3.12,0.35,1.89,-0.58,3.02,3.18,-1.67,-2.94,-0.53,-0.87,-1.24,-3.64,1.05,0.65,-1.26,2.36,-0.26,-1.27,-1.01,3.9,-0.31,0.08,0.2,1.0,2.5,1.24,0.04,-0.08,0.18,0.74,-1.19,-0.68,-0.23,-2.16,-1.75,-0.82,-1.35,0.12,-3.74,-4.886332680194449,-1.3478426582366838,0.4150954467423516,19.276838,-20.905188,1
Rv1349,irtB,Iron-regulated transporter IrtB,GD,cell wall and cell processes,0.82,0.1,-0.77,4.54,0.46,0.0,-2.58,-0.33,-3.42,-2.05,2.8,1.01,-1.79,-4.66,-0.72,0.47,-2.14,-0.92,0.09,0.76,-0.29,-0.5,2.11,1.74,0.09,-4.5,-1.06,0.0,-0.26,1.8,0.0,-1.29,-0.1,-0.53,-0.63,0.0,-3.21,1.73,-1.56,-0.94,6.88,2.24,2.02,-0.22,3.55,-0.78,-0.1,-0.42,1.01,1.23,0.06,-0.56,-0.73,0.06,0.42,-2.0,0.02,-0.74,-3.6,-3.22,1.96,1.7,-3.85,-3.85,2.5639216633158814,-1.5447672142237276,-0.08200909261361584,5.304298,35.396225,1
Rv1350,fabG2,Probable 3-oxoacyl-[acyl-carrier protein] reductase FabG2 (3-ketoacyl-acyl carrier protein reductase),NE,lipid metabolism,0.23,-0.12,-0.19,0.15,-0.05,-4.47,-0.46,0.07,-0.44,-0.26,0.67,0.41,-0.27,-0.38,-0.76,-0.94,0.12,-0.11,-0.17,-0.46,-0.92,-1.45,-1.27,-0.64,3.36,2.55,1.13,1.36,-1.22,-0.44,1.2,0.2,1.03,-0.06,0.07,-2.14,-1.11,-0.71,4.01,-0.02,0.27,-0.85,0.56,1.42,-0.65,-0.04,0.38,0.13,0.22,0.13,-0.55,-0.49,0.26,0.1,-2.28,-0.43,0.28,-5.35,0.4,-0.11,0.18,0.39,-4.58,0.46,-9.529997156693007,4.467317345314209,0.13268504580297247,12.664543,-37.96941,3
Rv1351,-,Hypothetical protein,NE,conserved hypotheticals,-0.6,-0.7,-0.4,0.53,0.04,-6.09,0.16,0.17,-0.32,0.42,-0.12,-0.42,-0.3,0.85,-0.49,-1.1,-0.4,-0.11,-1.21,-0.37,-0.86,-0.54,1.97,-2.05,-2.2,-0.69,-0.37,0.34,0.17,-2.31,1.22,2.99,6.12,-0.34,-0.53,-0.16,0.0,-0.72,0.42,-0.82,-0.19,0.57,0.19,-0.38,-0.59,-0.16,-0.83,-0.33,-0.48,-0.28,-0.02,-0.48,-0.15,0.23,-0.71,-0.12,0.7,0.06,-0.06,1.65,-2.43,1.55,0.74,0.79,-10.86625916477369,-0.5734624639662819,-1.1270599949444486,17.579212,-33.087612,3
Rv1352,-,hypothetical protein,NE,conserved hypotheticals,-0.52,-0.31,-0.78,-3.21,-0.33,-8.09,1.57,-0.05,1.3,1.32,0.29,1.15,0.87,0.23,1.71,-0.38,-1.71,0.66,0.86,0.09,0.44,0.68,0.29,-3.89,-5.98,-1.42,-5.8,-11.05,-4.58,-8.15,-8.3,0.52,2.14,-0.4,-0.33,1.38,-0.57,-0.57,0.56,-0.19,-0.33,1.32,2.27,0.95,-2.29,-0.29,-0.63,-0.2,-0.34,-0.02,0.27,-0.29,0.15,0.31,-2.3,-0.03,1.94,-0.73,1.15,2.28,3.01,-0.66,-3.66,-0.7,2.0002137371598137,-6.117724135647911,-2.7688127926743173,2.2783866,37.679085,2
Rv1353c,-,Probable transcriptional regulatory protein,NE,regulatory proteins,0.04,-0.22,0.13,-0.76,0.26,5.47,0.68,0.61,0.24,0.95,0.3,1.63,1.33,-1.27,1.4,-0.27,-0.33,0.13,0.18,1.34,0.24,-2.46,-0.22,-0.92,2.29,0.75,0.73,3.19,0.0,-0.77,1.25,-0.44,-0.74,-0.65,-0.13,1.23,-1.73,-0.96,-2.88,0.32,-1.32,0.75,0.75,-0.0,-0.95,-0.21,-0.01,0.04,-0.05,0.32,0.11,0.34,0.27,0.15,-0.01,-0.23,-1.57,-0.71,-0.63,-0.64,1.21,1.36,-1.43,-1.01,-4.22823335120941,-2.4124386471950428,1.4928855881518737,11.677758,-24.307957,4
Rv1354c,-,hypothetical protein,NE,conserved hypotheticals,-0.14,-0.15,-0.29,-0.97,-0.23,1.47,0.32,-0.28,-0.02,0.11,0.32,0.34,0.02,-0.03,0.07,-0.58,0.51,-0.11,-0.19,-0.59,0.37,0.25,0.49,-0.14,-0.2,0.19,0.96,0.96,0.25,0.05,-0.02,0.18,-0.79,-0.36,-0.06,-0.26,-0.05,-0.0,0.0,0.36,-0.72,0.51,0.3,-0.21,-0.17,0.08,0.14,0.19,0.14,0.53,-0.07,-0.19,0.2,0.31,0.24,-0.05,-0.02,0.5,-1.08,-3.35,0.06,-0.84,1.06,2.1,0.4405948270836116,-2.6435364810342756,-1.2357323850703912,8.233289,25.522179,0
Rv1355c,moeY,Possible molybdopterin biosynthesis protein MoeY,NE,intermediary metabolism and respiration,0.22,0.2,0.2,-0.8,0.22,-3.39,-1.28,0.06,-1.23,-0.61,-0.02,0.13,0.15,0.45,-0.12,-0.76,-0.85,0.0,-0.46,-0.7,-0.16,1.36,0.66,-0.22,-1.26,0.32,1.28,-0.21,-0.12,-0.16,-1.54,-0.01,0.54,-0.19,-0.07,1.7,-0.15,-1.08,-2.68,-0.08,-0.76,-0.11,-1.03,-0.92,-0.81,0.17,-0.28,0.07,0.04,-0.51,-0.33,-0.03,0.06,0.17,-0.26,-0.21,-0.07,-1.2,0.21,0.01,1.75,-1.01,-1.22,1.24,0.22340774051422385,-2.4566329595892547,1.778422379896339,1.5964257,1.7100515,3
Rv1356c,-,Hypothetical protein,NE,conserved hypotheticals,-0.08,-0.08,-0.02,0.28,-0.26,-4.21,0.26,-0.27,-0.08,0.47,0.1,0.43,0.33,-0.12,-0.74,-1.08,-0.14,-0.65,-1.26,-0.17,-0.39,-0.89,0.04,0.68,1.44,-0.13,0.68,0.29,-1.28,0.41,0.62,-0.68,-1.99,-0.06,0.02,0.48,-0.75,-0.28,1.0,-0.03,-0.84,0.41,0.23,-0.19,0.33,0.08,0.16,0.1,0.11,-0.13,0.11,-0.16,0.08,0.11,-0.02,-0.4,0.43,-0.4,-0.02,0.49,0.06,-0.15,0.59,0.02,-2.3599734832205015,-1.7685655773346218,1.0424603496644258,-14.7444935,-22.046633,3
Rv1357c,-,hypothetical protein,NE,conserved hypotheticals,0.2,0.04,0.14,0.56,0.04,-4.95,0.58,-0.01,0.81,0.34,0.23,0.24,0.01,0.2,1.41,-0.18,0.27,0.28,0.39,0.16,0.18,-0.94,0.4,-2.72,-0.84,0.95,-1.6,0.3,0.96,-1.41,-0.06,0.42,-0.17,-0.02,-0.13,0.61,0.48,-1.71,0.93,-0.51,-0.37,-0.03,-0.36,-0.33,0.14,0.16,-0.3,0.08,0.17,-0.39,-0.1,0.1,0.02,0.05,-0.93,-0.25,0.07,-1.38,0.37,0.52,-2.02,-0.07,0.73,-0.1,-2.3099389412004485,-2.1311229405447647,1.6346236465116544,-3.7246652,-18.495749,3
Rv1358,-,Probable transcriptional regulatory protein,NE,regulatory proteins,0.25,0.27,0.19,0.1,0.14,1.66,0.09,0.12,-0.35,-0.33,-0.06,0.01,0.07,0.18,0.75,-0.32,-0.05,-0.07,0.17,-0.33,0.02,0.07,-1.11,0.03,0.09,0.13,-0.22,0.24,0.53,0.77,0.02,-0.68,-0.24,0.07,0.08,0.12,0.02,-0.21,-1.34,-0.02,-0.7,0.1,-0.08,-0.18,0.74,-0.01,0.05,0.07,0.26,-0.12,-0.12,-0.09,0.07,0.1,-0.48,0.07,0.35,0.0,-0.06,-0.49,0.12,-0.3,-0.07,0.69,-0.40236796238637756,-1.8795325720862068,-3.6842986010410725,17.459057,27.717663,0
Rv1359,-,Probable transcriptional regulatory protein,NE,regulatory proteins,0.25,0.18,-0.04,0.7,-0.1,-6.29,0.16,0.14,-0.31,-0.08,0.13,0.1,-0.03,-2.38,0.37,-1.19,0.58,-0.49,-0.4,-0.38,-0.55,1.65,0.21,0.29,-1.18,0.18,-0.03,-1.34,0.34,0.01,-1.12,0.51,-1.02,-0.45,-0.28,-0.17,1.1,0.66,2.68,0.17,0.32,-0.32,-0.07,0.25,-0.3,-0.02,0.03,0.28,0.15,-0.54,-0.06,0.35,0.07,0.06,-0.03,-0.03,0.01,1.11,-1.04,-2.89,0.56,0.86,-0.27,0.57,1.8017976572847099,-3.426488624045354,-2.6613852393368833,7.5012684,32.05284,3
Rv1360,-,Probable oxidoreductase,NE,intermediary metabolism and respiration,-0.08,-0.2,0.04,0.38,-0.14,-1.07,0.34,-0.01,-0.14,-0.05,0.07,-0.28,-0.35,0.7,0.01,0.81,-0.18,0.04,-0.31,0.28,0.18,0.23,-0.08,0.41,0.11,-0.07,-2.68,-2.81,0.1,0.22,0.27,0.27,-1.32,-0.13,-0.23,1.85,0.58,0.22,-0.46,0.27,-0.38,-0.11,-0.13,-0.02,-0.15,0.06,0.14,-0.01,-0.08,-0.19,-0.04,0.28,-0.66,-0.52,-0.95,0.05,-0.36,0.16,0.6,1.23,-1.19,-1.13,1.2,2.14,-3.8609868448864013,-1.0159564755681094,1.020983758206393,-1.9856049,-20.248543,0
Rv1361c,PPE19,PPE family protein PPE19,NE,PE/PPE,0.09,-0.1,-0.18,-0.26,-0.12,3.4,0.27,-0.06,-0.08,0.28,0.42,0.52,0.1,-0.41,0.23,-0.35,-0.84,-0.42,-0.6,-0.25,-0.57,0.42,0.64,-1.29,-1.14,0.58,0.61,0.26,0.07,0.67,0.58,0.34,-0.82,-0.16,0.09,-0.48,-0.3,-0.08,-1.13,-0.0,0.06,0.45,-0.21,-0.66,0.25,-0.01,0.1,0.02,0.41,0.96,0.28,-0.06,-0.07,0.03,1.29,-0.37,0.59,0.22,-0.25,-0.29,-1.03,0.37,0.84,-0.06,-1.4365602603725267,1.268576346426873,-5.254531145965096,12.780097,20.229551,0
Rv1362c,-,Possible membrane protein,NE,cell wall and cell processes,0.36,0.28,-0.06,0.47,-0.37,-2.82,-0.59,-0.55,-1.01,-0.34,-0.22,-0.02,0.2,0.08,1.2,0.77,-1.25,0.22,0.02,0.3,0.71,-0.51,0.68,-1.5,-1.94,-0.96,1.01,1.76,0.23,-1.68,-0.47,0.7,0.27,0.01,0.07,0.05,-0.27,-0.26,-0.18,0.19,-0.75,-0.0,-0.82,-0.82,-0.82,0.12,0.27,0.63,0.16,0.24,-0.47,0.23,0.06,0.11,-0.45,0.07,-0.18,-0.64,0.11,1.0,0.42,-0.14,0.56,-0.55,1.6058197461228545,-2.4324811903277417,-2.748769082669104,6.425814,31.966223,3
Rv1363c,-,Possible membrane protein,NE,cell wall and cell processes,0.1,0.24,-0.21,-0.3,-0.38,-4.13,-0.03,-0.15,0.21,0.2,-0.58,-0.34,0.23,-0.66,0.17,2.6,-0.64,0.29,0.66,-0.06,0.34,-0.86,4.04,-0.31,-0.17,-0.72,-0.48,0.57,0.18,2.25,3.03,-0.08,5.35,-0.31,-0.73,0.17,0.64,-0.34,-0.22,-0.05,0.22,-1.6,-0.27,1.34,2.04,-0.22,-0.45,0.33,0.27,-0.11,-0.13,0.17,-0.13,-0.02,0.15,0.05,1.21,0.23,-0.79,-0.29,-1.02,0.71,0.61,0.54,2.279313509467064,-2.115124334754946,3.93684206466169,-14.399121,0.27894986,3
Rv1364c,-,Possible sigma factor regulatory protein,NE,information pathways,0.25,0.28,-0.32,-0.22,-0.17,0.55,0.28,-0.3,0.37,0.31,0.24,-0.12,-0.36,-0.72,0.24,-0.34,-0.45,-0.36,-0.45,-0.27,-0.61,-0.69,-1.25,-2.04,-1.12,0.24,-2.04,-0.9,0.46,-0.64,0.84,0.79,0.27,-0.13,0.23,1.77,-2.7,-0.67,0.4,-0.9,-2.23,-0.47,-1.82,-1.35,-1.92,0.08,0.2,0.16,-0.1,0.23,0.13,-0.73,0.24,0.75,-0.03,-0.93,0.34,-0.22,-0.74,0.41,0.8,0.33,-1.08,-1.9,1.6438803883410678,9.65864557762767,2.8766899225975444,-27.972303,12.959587,0
Rv1365c,rsfA,Anti-anti-sigma factor RsfA (anti-sigma factor antagonist) (regulator of sigma F A),NE,information pathways,0.28,0.5,-0.72,-0.43,-0.16,0.94,0.3,-0.07,0.49,0.51,0.61,-0.02,-0.63,-0.63,0.47,0.34,0.5,-0.03,0.74,-0.17,-0.17,2.34,-0.11,0.25,-1.62,0.47,-1.88,-4.43,-0.21,-0.36,-2.11,0.6,2.41,0.46,0.07,0.22,0.19,0.71,-0.04,0.36,-2.99,-0.14,-1.04,-0.9,-1.45,0.14,0.09,0.28,0.38,-0.23,-0.23,1.22,0.33,-0.01,-2.86,0.11,0.01,-2.81,1.18,1.78,-0.3,-1.26,-1.63,1.52,4.117599936495594,0.6599109802327803,-1.2155328319067011,14.356075,38.216152,0
Rv1366,-,Hypothetical protein,NE,conserved hypotheticals,-0.4,-0.36,0.31,0.07,0.11,-6.81,-0.19,0.17,0.34,-0.52,-0.36,-0.17,0.19,1.13,0.8,0.28,0.89,0.49,0.2,0.38,0.31,-0.01,-1.27,-1.18,-1.63,-0.46,-0.98,-0.85,0.13,-2.49,-3.8,-1.32,-0.66,-0.63,-0.44,0.12,-0.89,-0.4,1.15,0.4,0.4,-0.68,0.04,0.73,-0.02,-0.06,-0.02,-0.14,-0.37,0.42,0.01,0.21,-0.13,0.16,1.33,0.04,1.48,-0.06,0.03,0.15,-0.21,0.47,0.11,-0.17,5.163028477140214,-0.5669515873631381,-0.44341402557938564,-9.015283,39.842674,3
Rv1367c,-,hypothetical protein,NE,conserved hypotheticals,0.06,-0.08,-0.03,-0.26,0.04,1.13,-0.75,0.03,-0.57,-0.45,0.55,-0.05,-0.61,-0.1,-0.2,-0.26,-0.03,-0.17,0.09,0.08,-0.2,-0.68,0.7,0.35,0.54,-0.49,1.16,2.15,0.31,1.2,1.48,-0.4,0.81,0.05,-0.02,-0.07,0.66,-0.67,-0.57,0.14,0.81,-0.61,-0.42,0.19,1.91,0.04,-0.22,0.24,0.03,-0.09,-0.28,0.03,-0.02,-0.03,0.65,0.06,0.16,0.65,0.07,0.29,0.09,-0.07,-0.01,0.07,2.4543003344884173,1.8596255031519073,-3.3054173651216474,12.667368,30.63335,4
Rv1368,lprF,Probable conserved lipoprotein LprF,NE,cell wall and cell processes,-0.4,-0.53,0.3,0.93,0.15,-4.84,-0.32,0.11,-0.23,-0.56,-0.49,-0.35,0.14,0.49,0.56,-0.27,-0.0,-0.08,-0.06,0.28,-0.17,-0.79,-1.47,0.39,1.24,0.06,-1.34,-1.41,-0.85,0.38,2.0,0.84,-0.42,-0.44,-0.34,1.45,0.45,-1.0,0.28,0.42,0.59,-0.02,-0.3,-0.28,0.34,-0.07,0.18,0.43,0.95,-0.22,-0.21,0.11,-0.15,0.02,-0.07,-0.09,1.2,-0.4,0.08,0.42,-0.31,0.45,-0.48,-0.16,-0.46244385360921714,-3.5214677410789696,1.856411951334428,1.994063,-2.185182,3
