#Orf	Name	Desc	Sites	Mean Ctrl	Mean Exp	log2FC	Sum Ctrl	Sum Exp	Delta Sum	p-value	Adj. p-value
Rv2109c	prcA	proteasome (alpha subunit) PrcA 	18	0.5	1.0	1.06	1.9	3.93	2.0	1.00000	1.00000
Rv2110c	prcB	proteasome (beta subunit) PrcB 	18	6.0	3.3	-0.84	47.6	26.67	-20.9	0.51680	0.99972
Rv2111c	-	hypothetical protein Rv2111c 	1	0.2	0.0	-0.32	1.0	0.00	-1.0	1.00000	1.00000
Rv2112c	-	hypothetical protein Rv2112c 	32	18.4	4.6	-1.99	2358.0	594.85	-1763.1	0.00000	0.00000
Rv2113	-	Probable integral membrane protein 	11	213.4	231.0	0.11	8535.2	9240.36	705.2	0.77660	1.00000
Rv2114	-	hypothetical protein Rv2114 	14	82.5	126.6	0.62	4618.0	7089.05	2471.0	0.24500	0.83654
Rv2115c	-	Probable ATPase 	29	27.7	6.2	-2.16	3097.7	695.47	-2402.3	0.00000	0.00000
Rv2116	lppK	Probable conserved lipoprotein lppK 	6	65.0	39.6	-0.72	1561.1	950.33	-610.7	0.29070	0.88609
Rv2117	-	hypothetical protein Rv2117 	2	15.7	21.4	0.45	125.7	171.54	45.9	0.48020	0.97660
Rv2118c	-	POSSIBLE RNA METHYLTRANSFERASE 	14	69.9	43.4	-0.69	3913.4	2430.41	-1483.0	0.01920	0.19200
Rv2119	-	hypothetical protein Rv2119 	20	40.6	38.3	-0.09	3085.3	2907.13	-178.2	0.79270	1.00000
Rv2120c	-	PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN 	8	34.8	32.8	-0.09	1113.9	1048.59	-65.3	0.89600	1.00000
Rv2121c	hisG	ATP phosphoribosyltransferase 	9	0.0	0.0	0.00	0.0	0.00	0.0	1.00000	1.00000
Rv2122c	hisE	phosphoribosyl-ATP pyrophosphatase 	3	0.0	0.0	0.00	0.0	0.00	0.0	1.00000	1.00000
Rv2123	PPE37	PPE FAMILY PROTEIN 	22	46.5	41.1	-0.18	3722.3	3285.33	-437.0	0.60280	1.00000
Rv2124c	metH	Probable 5-methyltetrahydrofolate--homocystein methyltransferase MetH (Methionine synthase, vitamin-B12 dependent isozyme) (MS) 	44	40.2	36.9	-0.12	6908.7	6347.94	-560.8	0.54640	1.00000
Rv2125	-	hypothetical protein Rv2125 	10	72.7	113.4	0.64	2909.6	4535.02	1625.4	0.11090	0.58453
Rv2126c	PE_PGRS37	PE-PGRS FAMILY PROTEIN 	6	18.2	16.4	-0.15	436.9	393.93	-43.0	0.80980	1.00000
Rv2127	ansP1	Probable L-asparagine permease ansP1 	26	74.2	76.1	0.04	7712.9	7912.35	199.5	0.85620	1.00000
Rv2128	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	6	79.2	51.2	-0.63	1900.3	1229.55	-670.8	0.18490	0.75281
Rv2129c	-	short chain dehydrogenase 	13	55.9	51.4	-0.12	2907.3	2673.09	-234.2	0.74550	1.00000
Rv2130c	cysS	cysteinyl-tRNA synthetase 	24	1.7	0.0	-6.50	123.5	1.36	-122.2	0.00000	0.00000
Rv2131c	cysQ	POSSIBLE MONOPHOSPHATASE CYSQ 	9	31.8	63.2	0.99	1145.7	2275.54	1129.9	0.00970	0.11186
Rv2132	-	hypothetical protein Rv2132 	2	98.9	188.9	0.93	791.2	1511.57	720.4	0.11250	0.58883
Rv2133c	-	hypothetical protein Rv2133c 	9	89.2	73.8	-0.27	3209.5	2656.42	-553.1	0.35130	0.94128
Rv2134c	-	hypothetical protein Rv2134c 	8	37.1	40.7	0.13	1187.4	1301.63	114.2	0.74770	1.00000
Rv2135c	-	hypothetical protein Rv2135c 	5	66.6	8.1	-3.03	1331.2	162.94	-1168.3	0.00010	0.00186
Rv2136c	uppP	undecaprenyl pyrophosphate phosphatase 	14	108.4	28.4	-1.93	6068.5	1589.48	-4479.0	0.00030	0.00523
Rv2137c	-	hypothetical protein Rv2137c 	6	45.0	42.5	-0.08	1080.3	1020.03	-60.2	0.83240	1.00000
Rv2138	lppL	Probable conserved lipoprotein LppL 	20	3.9	3.4	-0.17	232.0	205.89	-26.1	0.84140	1.00000
Rv2139	pyrD	dihydroorotate dehydrogenase 2 	13	0.0	0.0	0.00	0.0	0.00	0.0	1.00000	1.00000
Rv2140c	TB18.6	hypothetical protein Rv2140c 	11	25.4	50.8	1.00	1116.1	2236.98	1120.9	0.00310	0.04280
Rv2141c	-	hypothetical protein Rv2141c 	21	64.3	74.0	0.20	5402.1	6218.50	816.4	0.51370	0.99721
Rv2142c	-	hypothetical protein Rv2142c 	13	106.0	105.4	-0.01	5510.3	5479.42	-30.9	0.97960	1.00000
Rv2143	-	hypothetical protein Rv2143 	14	98.3	87.0	-0.18	5503.2	4870.62	-632.6	0.60470	1.00000
Rv2144c	-	Probable transmembrane protein 	4	124.1	27.8	-2.16	1489.1	333.43	-1155.7	0.00100	0.01547
Rv2145c	wag31	CONSERVED HYPOTHETICAL PROTEIN WAG31 	11	0.0	0.0	0.00	0.0	0.00	0.0	1.00000	1.00000
Rv2146c	-	Possible conserved transmembrane protein 	1	82.9	1.3	-6.01	331.6	5.13	-326.5	0.02670	0.24490
Rv2147c	-	hypothetical protein Rv2147c 	19	125.3	39.4	-1.67	3007.3	945.19	-2062.1	0.03710	0.30334
Rv2148c	-	hypothetical protein Rv2148c 	9	43.9	54.3	0.31	1405.6	1738.86	333.2	0.49990	0.99286
Rv2149c	yfiH	conserved hypothetical protein YfiH 	7	74.6	134.8	0.85	2089.0	3774.99	1686.0	0.09590	0.54352
Rv2150c	ftsZ	cell division protein FtsZ 	8	0.0	0.0	0.00	0.0	0.00	0.0	1.00000	1.00000
Rv2151c	ftsQ	POSSIBLE CELL DIVISION PROTEIN FTSQ 	7	2.8	76.8	4.78	33.5	921.75	888.3	0.30200	0.89324
Rv2152c	murC	UDP-N-acetylmuramate--L-alanine ligase 	14	0.9	0.0	-0.89	3.4	0.00	-3.4	1.00000	1.00000
Rv2153c	murG	N-acetylglucosaminyl transferase 	14	0.0	0.0	0.00	0.0	0.00	0.0	1.00000	1.00000
Rv2154c	ftsW	FtsW-like protein FtsW 	18	10.4	24.1	1.21	208.1	482.47	274.3	0.26570	0.86358
Rv2155c	murD	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate synthetase 	20	0.0	0.0	0.00	0.0	0.00	0.0	1.00000	1.00000
Rv2156c	mraY	phospho-N-acetylmuramoyl-pentapeptide-transferase 	12	0.0	0.3	0.42	0.0	1.36	1.4	1.00000	1.00000
Rv2157c	murF	Probable UDP-N-acetylmuramoylalanyl-D-glutamyl-2,6-diaminopimelate- D-alanyl-D-alanyl ligase MurF 	10	0.0	0.0	0.00	0.0	0.00	0.0	1.00000	1.00000
Rv2158c	murE	UDP-N-acetylmuramoylalanyl-D-glutamate--2,6-diaminopimelate ligase 	11	0.0	0.3	0.42	0.0	1.36	1.4	1.00000	1.00000
Rv2159c	-	hypothetical protein Rv2159c 	6	59.7	47.8	-0.32	1431.7	1147.66	-284.0	0.31100	0.90531
Rv2160A	-	hypothetical protein Rv2160A 	6	34.2	12.4	-1.47	820.9	297.36	-523.6	0.01140	0.12849
Rv2160c	-	hypothetical protein Rv2160c 	3	34.7	11.0	-1.66	416.3	131.99	-284.4	0.10850	0.57568
Rv2161c	-	hypothetical protein Rv2161c 	8	99.2	73.2	-0.44	3174.3	2343.62	-830.7	0.37310	0.95062
Rv2162c	PE_PGRS38	PE-PGRS FAMILY PROTEIN 	14	31.5	29.7	-0.09	1639.6	1544.00	-95.6	0.81820	1.00000
Rv2163c	pbpB	Probable penicillin-binding membrane protein pbpB 	29	0.8	0.0	-0.86	6.5	0.00	-6.5	0.45800	0.97453
Rv2164c	-	PROBABLE CONSERVED PROLINE RICH MEMBRANE PROTEIN 	10	0.9	0.0	-0.89	3.4	0.00	-3.4	1.00000	1.00000
Rv2165c	mraW	S-adenosyl-methyltransferase MraW 	19	5.7	0.5	-3.49	339.8	30.17	-309.6	0.00000	0.00000
Rv2166c	-	hypothetical protein Rv2166c 	8	28.1	0.7	-5.27	449.1	11.62	-437.5	0.00080	0.01267
Rv2167c	-	PROBABLE TRANSPOSASE 	26	89.4	80.8	-0.15	8944.5	8075.75	-868.8	0.58720	1.00000
Rv2168c	-	PROBABLE TRANSPOSASE 	4	94.5	85.0	-0.15	1512.4	1359.25	-153.2	0.75380	1.00000
Rv2169c	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	5	9.8	8.0	-0.29	195.2	159.88	-35.4	0.96520	1.00000
Rv2170	-	hypothetical protein Rv2170 	14	85.2	29.9	-1.51	4771.0	1675.80	-3095.2	0.00160	0.02382
Rv2171	lppM	Probable conserved lipoprotein lppM 	8	140.5	733.9	2.39	4494.6	23485.26	18990.7	0.00000	0.00000
Rv2172c	-	hypothetical protein Rv2172c 	17	0.0	0.0	0.00	0.0	0.00	0.0	1.00000	1.00000
Rv2173	idsA2	PROBABLE GERANYLGERANYL PYROPHOSPHATE SYNTHETASE IDSA2 (GGPPSASE) (GGPP SYNTHETASE) (GERANYLGERANYL DIPHOSPHATE SYNTHASE) 	18	12.7	34.8	1.46	862.5	2366.31	1503.8	0.00320	0.04388
Rv2174	-	Possible conserved integral membrane protein 	27	34.2	32.5	-0.08	684.4	649.42	-35.0	0.92520	1.00000
Rv2175c	-	conserved hypothetical regulatory protein 	7	62.1	100.2	0.69	1738.5	2805.06	1066.5	0.10420	0.56336
Rv2176	pknL	PROBABLE TRANSMEMBRANE SERINE/THREONINE-PROTEIN KINASE L PKNL (PROTEIN KINASE L) (STPK L) 	23	27.2	7.8	-1.80	2395.8	687.18	-1708.6	0.00000	0.00000
Rv2177c	-	POSSIBLE TRANSPOSASE 	7	80.1	73.2	-0.13	2243.6	2049.37	-194.2	0.64520	1.00000
Rv2178c	aroG	Probable 3-deoxy-D-arabino-heptulosonate 7-phosphate synthase AroG (DAHP synthetase, phenylalanine-repressible) 	16	0.9	0.0	-0.89	3.4	0.00	-3.4	1.00000	1.00000
Rv2179c	-	hypothetical protein Rv2179c 	7	58.5	3.2	-4.21	1639.1	88.79	-1550.3	0.00000	0.00000
Rv2180c	-	Probable conserved integral membrane protein 	11	70.1	64.1	-0.13	3083.2	2818.67	-264.5	0.67550	1.00000
Rv2181	-	Probable conserved integral membrane protein 	20	75.1	39.2	-0.94	5706.5	2981.37	-2725.2	0.01460	0.15618
Rv2182c	-	1-acylglycerol-3-phosphate O-acyltransferase 	21	0.0	0.3	0.42	0.0	2.72	2.7	0.47090	0.97453
Rv2183c	-	hypothetical protein Rv2183c 	6	20.3	21.4	0.07	487.6	512.99	25.4	0.91380	1.00000
Rv2184c	-	hypothetical protein Rv2184c 	18	36.2	57.4	0.66	2609.8	4135.05	1525.2	0.04920	0.36501
Rv2185c	TB16.3	hypothetical protein Rv2185c 	13	21.9	33.7	0.62	1138.0	1752.87	614.9	0.06950	0.45285
Rv2186c	-	hypothetical protein Rv2186c 	9	14.2	8.6	-0.72	226.7	137.99	-88.7	0.51550	0.99886
Rv2187	fadD15	Probable long-chain-fatty-acid-CoA ligase fadD15 (FATTY-ACID-CoA SYNTHETASE) (FATTY-ACID-CoA SYNTHASE) 	34	58.3	76.6	0.39	7697.9	10113.15	2415.2	0.05840	0.40384
Rv2188c	-	hypothetical protein Rv2188c 	19	0.0	0.0	0.00	0.0	0.00	0.0	1.00000	1.00000
Rv2189c	-	hypothetical protein Rv2189c 	11	43.7	23.0	-0.93	1749.5	920.56	-828.9	0.13140	0.63753
Rv2190c	-	hypothetical protein Rv2190c 	20	188.7	1.1	-7.42	14340.9	83.75	-14257.1	0.00000	0.00000
Rv2191	-	hypothetical protein Rv2191 	26	64.0	43.9	-0.54	6396.1	4388.15	-2007.9	0.09350	0.53828
Rv2192c	trpD	anthranilate phosphoribosyltransferase 	7	0.0	0.3	0.42	0.0	1.36	1.4	1.00000	1.00000
Rv2193	ctaE	PROBABLE CYTOCHROME C OXIDASE (SUBUNIT III) CTAE 	17	0.9	0.3	-1.46	7.2	2.62	-4.6	0.37560	0.95196
Rv2194	qcrC	Probable Ubiquinol-cytochrome C reductase QcrC(cytochrome C subunit) 	12	0.8	0.0	-0.82	3.1	0.00	-3.1	1.00000	1.00000
Rv2195	qcrA	Probable Rieske iron-sulfur protein QcrA 	22	3.2	5.4	0.75	25.7	43.15	17.5	0.90970	1.00000
Rv2196	qcrB	Probable Ubiquinol-cytochrome C reductase QcrB (cytochrome B subunit) 	30	3.2	1.9	-0.71	88.9	54.39	-34.5	0.86580	1.00000
Rv2197c	-	Probable conserved transmembrane protein 	12	112.3	52.3	-1.10	5389.7	2508.85	-2880.8	0.00010	0.00186
Rv2198c	mmpS3	PROBABLE CONSERVED MEMBRANE PROTEIN MMPS3 	14	83.0	0.8	-6.68	4647.0	45.28	-4601.8	0.00000	0.00000
Rv2199c	-	Possible conserved integral membrane protein 	8	120.6	75.8	-0.67	1446.7	909.25	-537.4	0.39790	0.96168
Rv2200c	ctaC	PROBABLE TRANSMEMBRANE CYTOCHROME C OXIDASE (SUBUNIT II) CTAC 	20	12.8	6.5	-0.97	410.5	209.51	-201.0	0.26930	0.86654
Rv2201	asnB	Probable asparagine synthetase AsnB 	29	9.0	3.0	-1.60	144.6	47.71	-96.9	0.33960	0.92808
Rv2202c	cbhK	Probable carbohydrate kinase CbhK 	19	1.1	0.0	-1.06	13.0	0.00	-13.0	0.09710	0.54722
Rv2203	-	POSSIBLE CONSERVED MEMBRANE PROTEIN 	14	96.6	318.0	1.72	5410.0	17809.44	12399.4	0.00000	0.00000
Rv2204c	-	hypothetical protein Rv2204c 	4	0.0	0.0	0.00	0.0	0.00	0.0	1.00000	1.00000
Rv2205c	-	hypothetical protein Rv2205c 	13	43.9	63.1	0.53	2280.3	3282.27	1002.0	0.17280	0.72481
Rv2206	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	9	19.4	7.9	-1.30	698.5	283.06	-415.4	0.01180	0.13225
Rv2207	cobT	nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase 	8	11.2	21.1	0.91	359.6	674.85	315.3	0.09590	0.54352
Rv2208	cobS	cobalamin synthase 	9	22.5	23.9	0.09	809.9	861.54	51.7	0.88830	1.00000
Rv2209	-	Probable conserved integral membrane protein 	25	72.9	76.8	0.08	6996.6	7370.15	373.6	0.77530	1.00000
Rv2210c	ilvE	branched-chain amino acid aminotransferase 	22	0.8	0.0	-0.82	3.1	0.00	-3.1	1.00000	1.00000
Rv2211c	gcvT	glycine cleavage system aminomethyltransferase T 	18	13.4	8.7	-0.63	267.4	173.16	-94.2	0.67670	1.00000
Rv2212	-	hypothetical protein Rv2212 	10	63.9	80.6	0.34	2555.1	3223.46	668.4	0.25570	0.85162
Rv2213	pepB	leucyl aminopeptidase 	15	50.2	84.2	0.75	3010.4	5049.42	2039.0	0.01600	0.16844
Rv2214c	ephD	short chain dehydrogenase 	31	56.5	6.7	-3.07	6783.5	808.24	-5975.2	0.00000	0.00000
Rv2215	dlaT	dihydrolipoamide acetyltransferase 	15	3.6	2.9	-0.32	160.1	128.10	-32.0	0.68420	1.00000
Rv2216	-	hypothetical protein Rv2216 	12	57.0	27.5	-1.05	2509.8	1209.26	-1300.5	0.12830	0.63044
Rv2217	lipB	lipoyltransferase 	12	17.1	23.2	0.44	341.5	463.45	122.0	0.59720	1.00000
Rv2218	lipA	lipoyl synthase 	14	34.9	35.7	0.03	279.2	285.56	6.4	0.98900	1.00000
Rv2219	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	8	17.2	22.2	0.37	343.8	443.19	99.4	0.74600	1.00000
Rv2219A	-	PROBABLE CONSERVED MEMBRANE PROTEIN 	3	20.6	14.0	-0.56	246.8	167.90	-78.9	0.50340	0.99355
Rv2220	glnA1	GLUTAMINE SYNTHETASE GLNA1 (GLUTAMINE SYNTHASE) (GS-I) 	29	0.0	0.0	0.00	0.0	0.00	0.0	1.00000	1.00000
Rv2221c	glnE	GLUTAMATE-AMMONIA-LIGASE ADENYLYLTRANSFERASE GLNE (Glutamine-synthetase adenylyltransferase) 	39	11.6	2.2	-2.41	1296.0	243.86	-1052.1	0.00000	0.00000
Rv2222c	glnA2	PROBABLE GLUTAMINE SYNTHETASE GLNA2 (GLUTAMINE SYNTHASE) (GS-II) 	20	32.6	68.7	1.07	2610.2	5498.69	2888.5	0.00000	0.00000
Rv2223c	-	Probable exported protease 	29	55.8	61.3	0.13	6255.1	6863.90	608.8	0.50990	0.99682
Rv2224c	-	Probable exported protease 	29	264.2	28.9	-3.19	28536.3	3117.53	-25418.8	0.00000	0.00000
Rv2225	panB	3-methyl-2-oxobutanoate hydroxymethyltransferase 	15	0.0	0.3	0.42	0.0	1.36	1.4	1.00000	1.00000
Rv2226	-	hypothetical protein Rv2226 	25	26.1	36.5	0.49	2504.0	3508.09	1004.1	0.06550	0.43776
Rv2227	-	hypothetical protein Rv2227 	19	24.9	19.8	-0.33	1891.9	1505.68	-386.2	0.42190	0.97293
Rv2228c	-	hypothetical protein Rv2228c 	19	11.2	4.3	-1.36	447.8	173.93	-273.9	0.07590	0.47393
Rv2229c	-	hypothetical protein Rv2229c 	5	7.2	1.9	-1.90	86.6	23.22	-63.3	0.16800	0.71615
Rv2230c	-	hypothetical protein Rv2230c 	16	18.5	16.3	-0.18	1181.3	1043.83	-137.5	0.69230	1.00000
Rv2231c	cobC	hypothetical protein Rv2231c 	16	20.1	7.9	-1.35	1208.1	473.52	-734.5	0.00070	0.01131
Rv2232	-	hypothetical protein Rv2232 	11	13.7	27.7	1.01	549.9	1109.40	559.5	0.05190	0.37599
Rv2234	ptpA	PHOSPHOTYROSINE PROTEIN PHOSPHATASE PTPA (PROTEIN-TYROSINE-PHOSPHATASE) (PTPase) (LMW PHOSPHATASE) 	7	28.9	55.4	0.94	808.7	1552.23	743.6	0.07120	0.45895
Rv2235	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	16	0.4	0.7	0.94	8.8	16.91	8.1	0.48510	0.98172
Rv2236c	cobD	cobalamin biosynthesis protein 	12	16.3	15.1	-0.11	651.6	602.23	-49.4	0.81960	1.00000
Rv2237	-	hypothetical protein Rv2237 	17	37.3	42.8	0.20	2389.4	2739.51	350.1	0.68930	1.00000
Rv2238c	ahpE	Probable peroxiredoxin AhpE 	5	18.1	22.5	0.31	290.1	360.53	70.4	0.65790	1.00000
Rv2239c	-	hypothetical protein Rv2239c 	4	25.5	52.8	1.05	407.9	845.37	437.5	0.05430	0.38417
Rv2240c	-	hypothetical protein Rv2240c 	11	58.4	57.0	-0.04	2570.8	2506.58	-64.3	0.93050	1.00000
Rv2241	aceE	pyruvate dehydrogenase subunit E1 	57	63.5	21.8	-1.54	14489.1	4980.75	-9508.4	0.00000	0.00000
Rv2242	-	hypothetical protein Rv2242 	17	9.3	3.5	-1.40	111.3	42.03	-69.2	0.29230	0.88690
Rv2243	fabD	acyl-carrier-protein S-malonyltransferase 	6	17.9	15.7	-0.19	215.3	188.34	-26.9	0.88990	1.00000
Rv2244	acpP	acyl carrier protein 	6	0.0	0.0	0.00	0.0	0.00	0.0	1.00000	1.00000
Rv2245	kasA	3-oxoacyl-(acyl carrier protein) synthase II 	16	3.8	1.2	-1.70	30.0	9.23	-20.8	1.00000	1.00000
Rv2246	kasB	3-oxoacyl-(acyl carrier protein) synthase II 	18	34.8	10.9	-1.67	2363.5	740.19	-1623.3	0.00010	0.00186
Rv2247	accD6	ACETYL/PROPIONYL-CoA CARBOXYLASE (BETA SUBUNIT) ACCD6 	13	1.6	0.3	-2.68	57.8	9.00	-48.7	0.00360	0.04853
Rv2248	-	hypothetical protein Rv2248 	12	22.1	12.4	-0.83	1060.0	595.13	-464.9	0.05460	0.38490
Rv2249c	glpD1	PROBABLE GLYCEROL-3-PHOSPHATE DEHYDROGENASE GLPD1 	20	11.7	13.0	0.16	885.9	991.05	105.1	0.75960	1.00000
Rv2250A	-	POSSIBLE FLAVOPROTEIN 	3	18.0	15.8	-0.19	216.2	189.49	-26.8	0.82290	1.00000
Rv2250c	-	Possible transcriptional regulatory protein 	11	34.1	32.0	-0.09	1362.3	1280.86	-81.4	0.81780	1.00000
Rv2251	-	POSSIBLE FLAVOPROTEIN 	9	25.7	17.0	-0.60	924.9	611.87	-313.0	0.25570	0.85162
Rv2252	-	diacylglycerol kinase 	17	15.7	11.7	-0.43	756.0	561.70	-194.3	0.43090	0.97293
Rv2253	-	Possible secreted unknown protein 	12	32.5	29.7	-0.13	1301.9	1189.17	-112.7	0.71000	1.00000
Rv2254c	-	Probable integral membrane protein 	6	25.7	16.5	-0.64	616.8	395.38	-221.5	0.40500	0.96168
Rv2255c	-	hypothetical protein Rv2255c 	1	24.1	21.4	-0.17	96.3	85.63	-10.6	0.91530	1.00000
Rv2256c	-	hypothetical protein Rv2256c 	6	18.4	0.2	-6.38	441.1	5.30	-435.8	0.00000	0.00000
Rv2257c	-	hypothetical protein Rv2257c 	9	47.3	52.9	0.16	1703.0	1902.86	199.9	0.71240	1.00000
Rv2258c	-	Possible transcriptional regulatory protein 	15	77.4	111.3	0.52	4645.4	6677.40	2032.0	0.03440	0.29018
Rv2259	adhE2	Probable zinc-dependent alcohol dehydrogenase AdhE2 	14	24.4	19.1	-0.35	1364.6	1071.20	-293.4	0.43720	0.97453
Rv2260	-	hypothetical protein Rv2260 	6	17.5	17.5	0.01	349.2	350.63	1.5	0.99190	1.00000
Rv2261c	-	hypothetical protein Rv2261c 	6	47.5	54.5	0.20	1140.3	1309.11	168.9	0.68520	1.00000
Rv2262c	-	hypothetical protein Rv2262c 	14	43.1	47.2	0.13	2411.1	2641.23	230.1	0.71100	1.00000
Rv2263	-	short chain dehydrogenase 	13	69.8	71.7	0.04	3631.1	3730.57	99.5	0.88990	1.00000
Rv2264c	-	conserved hypothetical proline rich protein 	32	52.8	47.7	-0.14	6754.2	6111.65	-642.5	0.52630	1.00000
Rv2265	-	Possible conserved integral membrane protein 	16	37.5	63.9	0.77	2397.0	4088.25	1691.2	0.07560	0.47342
Rv2266	cyp124	Probable cytochrome P450 124 CYP124 	17	40.6	37.3	-0.12	2762.4	2538.24	-224.2	0.78810	1.00000
Rv2267c	-	hypothetical protein Rv2267c 	37	30.7	24.8	-0.31	4054.7	3277.96	-776.7	0.19610	0.77781
Rv2268c	cyp128	PROBABLE CYTOCHROME P450 128 CYP128 	28	11.4	10.5	-0.12	1090.9	1007.23	-83.7	0.75380	1.00000
Rv2269c	-	hypothetical protein Rv2269c 	12	26.4	28.5	0.11	951.9	1026.82	74.9	0.83600	1.00000
Rv2270	lppN	PROBABLE LIPOPROTEIN LPPN 	11	35.6	45.6	0.36	1281.2	1641.33	360.1	0.28410	0.88215
Rv2271	-	hypothetical protein Rv2271 	6	52.0	44.2	-0.24	1249.0	1060.90	-188.1	0.57910	1.00000
Rv2272	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	4	29.3	12.2	-1.26	468.7	195.55	-273.2	0.11590	0.59340
Rv2273	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	5	44.3	33.9	-0.38	885.6	678.41	-207.2	0.44910	0.97453
Rv2274c	-	hypothetical protein Rv2274c 	8	9.1	15.2	0.74	291.6	487.45	195.9	0.26810	0.86509
Rv2275	-	hypothetical protein Rv2275 	19	14.6	15.2	0.06	1050.2	1092.58	42.4	0.90280	1.00000
Rv2276	cyp121	CYTOCHROME P450 121 CYP121 	17	15.8	13.3	-0.24	946.2	799.21	-147.0	0.66060	1.00000
Rv2277c	-	Possible glycerolphosphodiesterase 	12	13.8	19.4	0.49	552.3	776.48	224.2	0.27790	0.87578
Rv2278	-	PROBABLE TRANSPOSASE 	4	100.8	83.4	-0.27	1612.3	1334.39	-277.9	0.63040	1.00000
Rv2279	-	PROBABLE TRANSPOSASE 	25	91.0	80.8	-0.17	9100.9	8079.45	-1021.5	0.54500	1.00000
Rv2280	-	Probable dehydrogenase 	18	23.0	17.8	-0.37	1657.1	1281.41	-375.7	0.23840	0.82285
Rv2281	pitB	Putative phosphate-transport permease PitB 	26	19.0	15.8	-0.27	1828.1	1515.09	-313.0	0.47030	0.97453
Rv2282c	-	Probable transcription regulator (lysR family) 	13	19.1	15.4	-0.30	914.6	741.31	-173.3	0.66420	1.00000
Rv2283	-	hypothetical protein Rv2283 	2	13.6	4.1	-1.74	109.0	32.65	-76.4	0.05440	0.38417
Rv2284	lipM	Probable esterase LipM 	28	23.9	21.5	-0.16	2584.1	2317.19	-266.9	0.54000	1.00000
Rv2285	-	hypothetical protein Rv2285 	22	42.6	35.5	-0.26	3405.7	2842.86	-562.9	0.37780	0.95196
Rv2286c	-	hypothetical protein Rv2286c 	10	62.9	55.2	-0.19	2515.4	2208.40	-307.0	0.60990	1.00000
Rv2287	yjcE	Probable conserved integral membrane transport protein YjcE 	20	40.6	38.7	-0.07	3083.8	2940.80	-143.0	0.83570	1.00000
Rv2288	-	hypothetical protein Rv2288 	4	50.2	55.6	0.15	802.9	889.05	86.2	0.76050	1.00000
Rv2289	cdh	CDP-diacylglycerol pyrophosphatase 	22	54.4	56.2	0.05	4351.5	4498.90	147.4	0.84910	1.00000
Rv2290	lppO	Probable conserved lipoprotein lppO 	13	59.7	89.5	0.58	3105.7	4656.26	1550.6	0.35940	0.94128
Rv2291	sseB	Probable thiosulfate sulfurtransferase SseB 	16	34.8	40.3	0.21	2088.4	2415.16	326.8	0.57240	1.00000
Rv2292c	-	hypothetical protein Rv2292c 	2	51.2	87.0	0.77	409.3	696.02	286.7	0.59220	1.00000
Rv2293c	-	hypothetical protein Rv2293c 	14	31.3	52.9	0.76	1754.9	2963.45	1208.6	0.02420	0.22881
Rv2294	-	Probable aminotransferase 	23	86.0	72.0	-0.26	7915.5	6619.71	-1295.8	0.24890	0.84158
Rv2295	-	hypothetical protein Rv2295 	11	53.5	45.0	-0.25	2353.3	1979.56	-373.7	0.55900	1.00000
Rv2296	-	haloalkane dehalogenase 	16	108.6	103.4	-0.07	6518.2	6206.76	-311.4	0.80120	1.00000
Rv2297	-	hypothetical protein Rv2297 	8	62.6	45.9	-0.45	1503.5	1102.72	-400.8	0.57810	1.00000
Rv2298	-	hypothetical protein Rv2298 	17	45.6	40.6	-0.17	2920.4	2596.66	-323.7	0.51220	0.99682
Rv2299c	htpG	heat shock protein 90 	29	46.6	53.9	0.21	5401.1	6255.65	854.6	0.35980	0.94128
Rv2300c	-	hypothetical protein Rv2300c 	17	110.2	105.8	-0.06	6611.0	6346.25	-264.8	0.82820	1.00000
Rv2301	cut2	PROBABLE CUTINASE CUT2 	10	76.2	87.8	0.20	3049.7	3510.61	460.9	0.58100	1.00000
Rv2302	-	hypothetical protein Rv2302 	4	97.8	104.0	0.09	1564.0	1664.63	100.6	0.86550	1.00000
Rv2303c	-	PROBABLE ANTIBIOTIC-RESISTANCE PROTEIN 	19	61.4	66.0	0.11	4663.9	5017.45	353.5	0.70380	1.00000
Rv2304c	-	hypothetical protein Rv2304c 	1	2.6	27.5	3.42	10.3	110.04	99.8	0.14450	0.66515
Rv2305	-	hypothetical protein Rv2305 	10	42.4	43.1	0.02	1694.5	1722.49	28.0	0.91990	1.00000
Rv2306A	-	POSSIBLE CONSERVED MEMBRANE PROTEIN 	8	57.4	52.7	-0.12	1837.1	1686.60	-150.5	0.78560	1.00000
Rv2306B	-	POSSIBLE CONSERVED MEMBRANE PROTEIN 	5	28.2	28.4	0.01	564.7	567.11	2.4	0.99490	1.00000
Rv2307A	-	HYPOTHETICAL GLYCINE RICH PROTEIN 	3	74.3	107.4	0.53	891.5	1288.22	396.7	0.44100	0.97453
