#Orf	Name	Desc	Sites	Mean Ctrl	Mean Exp	log2FC	Sum Ctrl	Sum Exp	Delta Sum	p-value	Adj. p-value
Rv2377c	mbtH	PUTATIVE CONSERVED PROTEIN MBTH 	1	6.0	25.5	2.08	12.0	51.06	39.0	0.66230	1.00000
Rv2378c	mbtG	LYSINE-N-OXYGENASE MBTG (L-LYSINE 6-MONOOXYGENASE) (LYSINE N6-HYDROXYLASE) 	19	4.7	11.4	1.27	151.0	363.67	212.7	0.18520	1.00000
Rv2379c	mbtF	PEPTIDE SYNTHETASE MBTF (PEPTIDE SYNTHASE) 	59	4.0	4.1	0.03	326.5	334.39	7.9	0.92660	1.00000
Rv2380c	mbtE	PEPTIDE SYNTHETASE MBTE (PEPTIDE SYNTHASE) 	77	3.1	4.8	0.65	320.9	502.21	181.3	0.12260	0.93582
Rv2381c	mbtD	POLYKETIDE SYNTHETASE MBTD (POLYKETIDE SYNTHASE) 	41	1.3	2.5	0.88	40.3	74.17	33.9	0.30500	1.00000
Rv2382c	mbtC	POLYKETIDE SYNTHETASE MBTC (POLYKETIDE SYNTHASE) 	20	1.4	4.9	1.83	30.4	108.42	78.0	0.08750	0.85542
Rv2383c	mbtB	PHENYLOXAZOLINE SYNTHASE MBTB (PHENYLOXAZOLINE SYNTHETASE) 	58	4.8	15.6	1.70	412.5	1343.00	930.5	0.00000	0.00000
Rv2384	mbtA	BIFUNCTIONAL ENZYME MBTA: SALICYL-AMP LIGASE (SAL-AMP LIGASE) + SALICYL-S-ArCP SYNTHETASE 	28	39.5	21.4	-0.88	1657.8	898.26	-759.6	0.15290	0.98877
Rv2385	mbtJ	PUTATIVE ACETYL HYDROLASE MBTJ 	14	36.0	25.1	-0.52	432.2	301.12	-131.1	0.69260	1.00000
Rv2386c	mbtI	salicylate synthase MbtI 	31	25.4	34.8	0.45	1066.3	1460.45	394.1	0.38020	1.00000
Rv2387	-	hypothetical protein Rv2387 	23	65.8	67.6	0.04	2501.4	2569.78	68.3	0.94530	1.00000
Rv2388c	hemN	coproporphyrinogen III oxidase 	24	79.2	87.6	0.15	3484.7	3853.84	369.1	0.63650	1.00000
Rv2389c	rpfD	PROBABLE RESUSCITATION-PROMOTING FACTOR RPFD 	8	132.6	162.8	0.30	1060.9	1302.71	241.8	0.76960	1.00000
Rv2390c	-	hypothetical protein Rv2390c 	8	31.3	27.0	-0.21	500.0	432.04	-68.0	0.80100	1.00000
Rv2391	nirA	PROBABLE FERREDOXIN-DEPENDENT NITRITE REDUCTASE NIRA 	20	4.5	2.3	-0.96	134.7	69.21	-65.5	0.21150	1.00000
Rv2392	cysH	phosphoadenosine phosphosulfate reductase 	5	2.8	0.4	-2.68	17.0	2.66	-14.4	0.22290	1.00000
Rv2393	-	hypothetical protein Rv2393 	15	38.8	58.3	0.59	853.2	1283.26	430.1	0.34680	1.00000
Rv2394	ggtB	PROBABLE GAMMA-GLUTAMYLTRANSPEPTIDASE PRECURSOR GGTB (GAMMA-GLUTAMYLTRANSFERASE) (GLUTAMYL TRANSPEPTIDASE) 	35	31.7	54.4	0.78	1901.2	3262.78	1361.5	0.08260	0.84166
Rv2395	-	PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN 	29	59.7	97.7	0.71	3102.0	5081.17	1979.2	0.17690	1.00000
Rv2396	PE_PGRS41	PE-PGRS FAMILY PROTEIN 	16	12.9	13.0	0.01	258.4	260.61	2.3	0.98770	1.00000
Rv2397c	cysA1	PROBABLE SULFATE-TRANSPORT ATP-BINDING PROTEIN ABC TRANSPORTER CYSA1 	16	5.6	7.5	0.42	146.8	196.11	49.3	0.64820	1.00000
Rv2398c	cysW	PROBABLE SULFATE-TRANSPORT INTEGRAL MEMBRANE PROTEIN ABC TRANSPORTER CYSW 	17	6.4	3.0	-1.12	128.8	59.41	-69.4	0.32710	1.00000
Rv2399c	cysT	PROBABLE SULFATE-TRANSPORT INTEGRAL MEMBRANE PROTEIN ABC TRANSPORTER CYST 	12	6.2	1.8	-1.80	149.5	43.08	-106.4	0.07700	0.83524
Rv2400c	subI	PROBABLE SULFATE-BINDING LIPOPROTEIN SUBI 	17	12.3	15.0	0.29	319.1	390.46	71.4	0.63790	1.00000
Rv2401	-	hypothetical protein Rv2401 	4	13.9	28.7	1.05	110.9	229.76	118.9	0.40460	1.00000
Rv2401A	-	POSSIBLE CONSERVED MEMBRANE PROTEIN 	5	21.1	29.5	0.48	168.4	235.65	67.2	0.64410	1.00000
Rv2402	-	hypothetical protein Rv2402 	24	46.8	42.8	-0.13	2151.4	1967.68	-183.7	0.73870	1.00000
Rv2403c	lppR	PROBABLE CONSERVED LIPOPROTEIN LPPR 	8	53.1	38.5	-0.46	743.4	538.76	-204.7	0.56560	1.00000
Rv2404c	lepA	GTP-binding protein LepA 	33	31.8	22.0	-0.53	1779.7	1231.57	-548.1	0.31680	1.00000
Rv2405	-	hypothetical protein Rv2405 	8	92.1	89.0	-0.05	1474.4	1423.49	-50.9	0.93700	1.00000
Rv2406c	-	hypothetical protein Rv2406c 	5	9.9	67.2	2.76	59.6	403.34	343.7	0.06100	0.77275
Rv2407	-	ribonuclease Z 	14	52.9	77.1	0.54	1057.7	1542.53	484.8	0.49600	1.00000
Rv2408	PE24	POSSIBLE PE FAMILY-RELATED PROTEIN 	16	38.8	14.4	-1.43	1009.3	373.69	-635.6	0.09140	0.86387
Rv2409c	-	hypothetical protein Rv2409c 	14	32.7	17.6	-0.90	589.5	316.61	-272.9	0.28330	1.00000
Rv2410c	-	hypothetical protein Rv2410c 	14	24.7	51.4	1.06	643.1	1336.78	693.7	0.02670	0.54557
Rv2411c	-	hypothetical protein Rv2411c 	21	85.4	75.7	-0.17	2733.0	2422.17	-310.8	0.74020	1.00000
Rv2412	rpsT	30S ribosomal protein S20 	5	0.0	0.0	0.00	0.0	0.00	0.0	1.00000	1.00000
Rv2413c	-	hypothetical protein Rv2413c 	7	82.0	113.1	0.46	491.8	678.51	186.7	0.65980	1.00000
Rv2414c	-	hypothetical protein Rv2414c 	20	24.4	26.1	0.10	782.0	835.93	53.9	0.86090	1.00000
Rv2415c	-	hypothetical protein Rv2415c 	12	10.6	12.3	0.22	190.2	221.06	30.8	0.83340	1.00000
Rv2416c	eis	hypothetical protein Rv2416c 	22	9.9	24.3	1.30	237.4	582.89	345.5	0.12780	0.94689
Rv2417c	-	hypothetical protein Rv2417c 	17	14.6	16.5	0.18	232.8	263.24	30.4	0.82670	1.00000
Rv2418c	-	hypothetical protein Rv2418c 	12	7.9	3.6	-1.12	63.0	29.04	-34.0	0.53050	1.00000
Rv2419c	-	PROBABLE PHOSPHOGLYCERATE MUTASE (PHOSPHOGLYCEROMUTASE) 	11	0.9	13.9	3.95	5.4	83.47	78.1	0.00530	0.19764
Rv2420c	-	hypothetical protein Rv2420c 	9	0.0	0.0	0.00	0.0	0.00	0.0	1.00000	1.00000
Rv2421c	nadD	nicotinic acid mononucleotide adenyltransferase 	14	24.4	42.5	0.80	535.7	934.62	398.9	0.28800	1.00000
Rv2422	-	hypothetical protein Rv2422 	5	59.8	43.1	-0.47	597.5	430.68	-166.9	0.52960	1.00000
Rv2423	-	hypothetical protein Rv2423 	15	79.5	94.5	0.25	2386.1	2836.13	450.0	0.66240	1.00000
Rv2424c	-	PROBABLE TRANSPOSASE 	13	24.4	32.4	0.41	535.9	712.49	176.5	0.47150	1.00000
Rv2425c	-	hypothetical protein Rv2425c 	18	41.9	48.2	0.20	1341.1	1542.14	201.0	0.71510	1.00000
Rv2426c	-	hypothetical protein Rv2426c 	13	20.9	23.7	0.18	460.2	522.23	62.1	0.77820	1.00000
Rv2427c	proA	gamma-glutamyl phosphate reductase 	17	14.0	14.7	0.06	336.9	352.39	15.5	0.93440	1.00000
Rv2428	ahpC	ALKYL HYDROPEROXIDE REDUCTASE C PROTEIN AHPC (ALKYL HYDROPEROXIDASE C) 	15	31.4	25.9	-0.27	940.8	778.42	-162.4	0.66660	1.00000
Rv2429	ahpD	ALKYL HYDROPEROXIDE REDUCTASE D PROTEIN AHPD (ALKYL HYDROPEROXIDASE D) 	8	37.1	42.2	0.19	593.3	675.59	82.3	0.82250	1.00000
Rv2430c	PPE41	PPE FAMILY PROTEIN 	16	59.7	47.7	-0.32	1671.8	1334.83	-337.0	0.54220	1.00000
Rv2431c	PE25	PE FAMILY PROTEIN 	2	6.1	5.9	-0.04	24.3	23.60	-0.7	1.00000	1.00000
Rv2432c	-	hypothetical protein Rv2432c 	4	5.4	39.0	2.85	10.8	78.05	67.2	1.00000	1.00000
Rv2433c	-	hypothetical protein Rv2433c 	6	0.0	10.0	3.46	0.0	19.97	20.0	1.00000	1.00000
Rv2434c	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	33	9.1	15.6	0.78	308.2	530.72	222.5	0.20680	1.00000
Rv2435c	-	PROBABLE CYCLASE (ADENYLYL-OR GUANYLYL-)(ADENYLATE-OR GUANYLATE-) 	51	18.8	25.8	0.46	1463.1	2009.20	546.1	0.36590	1.00000
Rv2436	rbsK	RIBOKINASE RBSK 	17	27.9	14.6	-0.94	614.1	321.20	-292.9	0.30230	1.00000
Rv2437	-	hypothetical protein Rv2437 	7	0.0	0.0	0.00	0.0	0.00	0.0	1.00000	1.00000
Rv2438A	-	hypothetical protein Rv2438A 	3	0.0	0.0	0.00	0.0	0.00	0.0	1.00000	1.00000
Rv2438c	nadE	NAD synthetase 	43	19.1	26.2	0.46	191.2	262.34	71.1	0.72080	1.00000
Rv2439c	proB	gamma-glutamyl kinase 	5	0.0	0.0	0.00	0.0	0.00	0.0	1.00000	1.00000
Rv2440c	obgE	GTPase ObgE 	17	10.9	124.9	3.51	43.7	499.57	455.8	0.97090	1.00000
Rv2441c	rpmA	50S ribosomal protein L27 	5	4.4	39.7	3.18	26.3	238.34	212.1	0.16870	1.00000
Rv2442c	rplU	50S ribosomal protein L21 	4	13.3	24.9	0.91	106.0	199.34	93.3	0.30370	1.00000
Rv2443	dctA	PROBABLE C4-DICARBOXYLATE-TRANSPORT TRANSMEMBRANE PROTEIN DCTA 	13	43.4	72.4	0.74	1127.8	1883.56	755.7	0.17750	1.00000
Rv2444c	rne	POSSIBLE RIBONUCLEASE E RNE 	37	12.8	21.1	0.72	179.3	295.12	115.9	0.54640	1.00000
Rv2445c	ndk	nucleoside diphosphate kinase 	5	54.4	45.9	-0.25	326.7	275.20	-51.5	0.73980	1.00000
Rv2446c	-	PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN 	2	0.0	0.0	0.00	0.0	0.00	0.0	1.00000	1.00000
Rv2447c	folC	PROBABLE FOLYLPOLYGLUTAMATE SYNTHASE PROTEIN FOLC (FOLYLPOLY-GAMMA-GLUTAMATE SYNTHETASE) (FPGS) 	14	0.0	0.0	0.00	0.0	0.00	0.0	1.00000	1.00000
Rv2448c	valS	valyl-tRNA synthetase 	38	31.7	39.0	0.30	824.2	1014.47	190.2	0.60350	1.00000
Rv2449c	-	hypothetical protein Rv2449c 	22	19.1	34.5	0.85	650.4	1173.18	522.7	0.10020	0.88007
Rv2450c	rpfE	PROBABLE RESUSCITATION-PROMOTING FACTOR RPFE 	15	25.9	38.5	0.57	570.6	846.64	276.1	0.26810	1.00000
Rv2451	-	HYPOTHETICAL PROLINE AND SERINE RICH PROTEIN 	15	21.3	17.7	-0.26	596.5	496.97	-99.6	0.75440	1.00000
Rv2452c	-	hypothetical protein Rv2452c 	1	118.8	145.8	0.30	237.6	291.55	54.0	1.00000	1.00000
Rv2453c	mobA	molybdopterin-guanine dinucleotide biosynthesis protein A 	5	2.0	0.3	-2.73	12.0	1.82	-10.2	0.29810	1.00000
Rv2454c	-	2-oxoglutarate ferredoxin oxidoreductase subunit beta 	22	0.3	1.0	1.80	5.4	18.88	13.5	0.14740	0.98049
Rv2455c	-	PROBABLE OXIDOREDUCTASE (ALPHA SUBUNIT) 	45	26.0	35.7	0.46	1246.1	1714.55	468.4	0.43820	1.00000
Rv2456c	-	PROBABLE CONSERVED INTEGRAL MEMBRANE TRANSPORT PROTEIN 	14	97.8	87.0	-0.17	1759.5	1565.11	-194.4	0.79230	1.00000
Rv2457c	clpX	ATP-dependent protease ATP-binding subunit 	30	120.7	76.3	-0.66	3378.2	2136.19	-1242.0	0.24640	1.00000
Rv2458	mmuM	homocysteine methyltransferase 	19	75.2	108.7	0.53	2707.7	3913.37	1205.7	0.30740	1.00000
Rv2459	-	PROBABLE CONSERVED INTEGRAL MEMBRANE TRANSPORT PROTEIN 	22	42.3	68.1	0.69	1183.9	1907.77	723.8	0.15710	0.99465
Rv2460c	clpP2	ATP-dependent Clp protease proteolytic subunit 	10	1.6	0.0	-1.38	3.2	0.00	-3.2	0.33310	1.00000
Rv2461c	clpP	ATP-dependent Clp protease proteolytic subunit 	9	28.1	47.9	0.77	449.6	766.95	317.4	0.29080	1.00000
Rv2462c	tig	trigger factor 	29	39.2	70.4	0.84	1412.1	2533.84	1121.7	0.08380	0.84435
Rv2463	lipP	PROBABLE ESTERASE/LIPASE LIPP 	20	80.9	95.1	0.23	2426.8	2853.10	426.3	0.66590	1.00000
Rv2464c	-	POSSIBLE DNA GLYCOSYLASE 	12	21.3	57.3	1.42	170.7	458.09	287.4	0.07290	0.82400
Rv2465c	-	ribose-5-phosphate isomerase B 	9	33.1	21.2	-0.64	463.4	296.48	-166.9	0.58450	1.00000
Rv2466c	-	hypothetical protein Rv2466c 	10	20.3	21.2	0.07	324.2	339.94	15.8	0.92880	1.00000
Rv2467	pepN	PROBABLE AMINOPEPTIDASE N PEPN (LYSYL AMINOPEPTIDASE) (LYS-AP) (ALANINE AMINOPEPTIDASE) 	34	21.5	17.1	-0.33	1420.3	1130.97	-289.4	0.46860	1.00000
Rv2468c	-	hypothetical protein Rv2468c 	9	20.6	71.7	1.80	370.0	1289.73	919.7	0.00520	0.19574
Rv2469c	-	hypothetical protein Rv2469c 	13	21.7	62.1	1.52	390.4	1117.26	726.8	0.28290	1.00000
Rv2470	glbO	POSSIBLE GLOBIN (OXYGEN-BINDING PROTEIN) GLBO 	4	54.9	36.7	-0.58	329.6	220.34	-109.3	0.57470	1.00000
Rv2471	aglA	PROBABLE ALPHA-GLUCOSIDASE AGLA (MALTASE) (GLUCOINVERTASE) (GLUCOSIDOSUCRASE) (MALTASE-GLUCOAMYLASE) (LYSOSOMAL ALPHA-GLUCOSIDASE) (ACID MALTASE) 	32	55.0	56.7	0.04	2420.6	2494.22	73.7	0.93020	1.00000
Rv2472	-	hypothetical protein Rv2472 	5	47.1	40.5	-0.22	376.6	323.76	-52.8	0.77740	1.00000
Rv2473	-	POSSIBLE ALANINE AND PROLINE RICH MEMBRANE PROTEIN 	17	16.7	26.5	0.66	367.5	582.27	214.8	0.43940	1.00000
Rv2474c	-	hypothetical protein Rv2474c 	10	17.7	27.1	0.62	317.8	487.51	169.7	0.42610	1.00000
Rv2475c	-	hypothetical protein Rv2475c 	9	9.1	24.9	1.45	109.5	298.89	189.4	0.09460	0.86664
Rv2476c	gdh	PROBABLE NAD-DEPENDENT GLUTAMATE DEHYDROGENASE GDH (NAD-GDH) (NAD-DEPENDENT GLUTAMIC DEHYDROGENASE) 	64	27.2	22.6	-0.27	2606.6	2166.46	-440.2	0.43870	1.00000
Rv2477c	-	putative ABC transporter ATP-binding protein 	27	81.8	46.2	-0.82	1471.8	830.89	-640.9	0.23220	1.00000
Rv2478c	-	hypothetical protein Rv2478c 	15	69.5	57.6	-0.27	2086.3	1727.02	-359.2	0.60600	1.00000
Rv2479c	-	PROBABLE TRANSPOSASE 	20	48.4	37.3	-0.38	1936.9	1492.50	-444.4	0.37710	1.00000
Rv2480c	-	POSSIBLE TRANSPOSASE 	10	56.1	46.0	-0.29	1010.3	828.68	-181.6	0.65050	1.00000
Rv2481c	-	hypothetical protein Rv2481c 	3	46.5	48.7	0.07	279.2	292.43	13.2	0.91460	1.00000
Rv2482c	plsB2	glycerol-3-phosphate acyltransferase 	45	11.8	20.4	0.79	822.9	1425.77	602.9	0.05790	0.77140
Rv2483c	plsC	POSSIBLE TRANSMEMBRANE PHOSPHOLIPID BIOSYNTHESIS BIFUNCTIONNAL ENZYME PLSC: PUTATIVE L-3-PHOSPHOSERINE PHOSPHATASE (O-PHOSPHOSERINE PHOSPHOHYDROLASE) (PSP) (PSPASE) + 1-ACYL-SN-GLYCEROL-3-PHOSPHATE ACYLTRANSFERASE (1-AGP ACYLTRANSFERASE) (1-AGPAT) (LYSOPHOSPHATIDIC ACID ACYLTRANSFERASE) (LPAAT) 	27	6.0	7.7	0.34	205.3	260.46	55.1	0.60030	1.00000
Rv2484c	-	hypothetical protein Rv2484c 	16	24.5	37.0	0.60	733.6	1108.69	375.1	0.25160	1.00000
Rv2485c	lipQ	PROBABLE CARBOXYLESTERASE LIPQ 	26	48.4	66.3	0.45	1742.7	2385.08	642.3	0.26840	1.00000
Rv2486	echA14	enoyl-CoA hydratase 	11	20.5	19.8	-0.05	327.6	316.97	-10.6	0.93900	1.00000
Rv2487c	PE_PGRS42	PE-PGRS FAMILY PROTEIN 	31	31.9	34.0	0.09	1469.6	1562.18	92.5	0.85390	1.00000
Rv2488c	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN (LUXR-FAMILY) 	43	37.5	49.7	0.41	2703.1	3581.16	878.0	0.28720	1.00000
Rv2489c	-	HYPOTHETICAL ALANINE RICH PROTEIN 	0	0.0	0.0	0.00	0.0	0.00	0.0	1.00000	1.00000
Rv2490c	PE_PGRS43	PE-PGRS FAMILY PROTEIN 	59	33.2	40.3	0.28	3188.4	3866.61	678.2	0.43200	1.00000
Rv2491	-	hypothetical protein Rv2491 	27	20.0	8.2	-1.29	520.8	212.49	-308.3	0.32040	1.00000
Rv2492	-	hypothetical protein Rv2492 	12	18.6	24.8	0.41	409.9	545.59	135.7	0.52090	1.00000
Rv2493	-	hypothetical protein Rv2493 	2	1.1	42.1	5.25	4.4	168.23	163.8	0.41720	1.00000
Rv2494	-	hypothetical protein Rv2494 	6	1.4	10.0	2.83	8.4	59.90	51.5	0.18320	1.00000
Rv2495c	pdhC	branched-chain alpha-keto acid dehydrogenase subunit E2 	22	11.7	13.8	0.25	302.9	359.45	56.5	0.91640	1.00000
Rv2496c	pdhB	PROBABLE PYRUVATE DEHYDROGENASE E1 COMPONENT (BETA SUBUNIT) PDHB (PYRUVATE DECARBOXYLASE) (PYRUVATE DEHYDROGENASE) (PYRUVIC DEHYDROGENASE) 	22	40.1	27.8	-0.53	1202.5	834.04	-368.5	0.33450	1.00000
Rv2497c	pdhA	PROBABLE PYRUVATE DEHYDROGENASE E1 COMPONENT (ALPHA SUBUNIT) PDHA (PYRUVATE DECARBOXYLASE) (PYRUVATE DEHYDROGENASE) (PYRUVIC DEHYDROGENASE) 	16	39.1	26.2	-0.58	938.4	629.04	-309.4	0.24110	1.00000
Rv2498c	citE	PROBABLE CITRATE (PRO-3S)-LYASE (BETA SUBUNIT) CITE (CITRASE) (CITRATASE) (CITRITASE) (CITRIDESMOLASE) (CITRASE ALDOLASE) 	9	46.8	27.7	-0.76	468.1	277.16	-190.9	0.48170	1.00000
Rv2499c	-	POSSIBLE OXIDASE REGULATORY-RELATED PROTEIN 	12	11.1	22.7	1.03	133.1	272.74	139.6	0.63770	1.00000
Rv2500c	fadE19	POSSIBLE ACYL-CoA DEHYDROGENASE FADE19 (MMGC) 	24	14.5	5.1	-1.50	405.0	143.11	-261.9	0.10350	0.88619
Rv2501c	accA1	PROBABLE ACETYL-/PROPIONYL-COENZYME A CARBOXYLASE ALPHA CHAIN (ALPHA SUBUNIT) ACCA1: BIOTIN CARBOXYLASE + BIOTIN CARBOXYL CARRIER PROTEIN (BCCP) 	31	6.2	12.5	1.02	185.5	374.86	189.4	0.15530	0.99338
Rv2502c	accD1	PROBABLE ACETYL-/PROPIONYL-CoA CARBOXYLASE (BETA SUBUNIT) ACCD1 	24	26.5	26.1	-0.02	1008.1	991.66	-16.4	0.96310	1.00000
Rv2503c	scoB	PROBABLE SUCCINYL-COA:3-KETOACID-COENZYME A TRANSFERASE (BETA SUBUNIT) SCOB (3-OXO-ACID:COA TRANSFERASE) (OXCT B) (SUCCINYL CoA:3-OXOACID CoA-TRANSFERASE) 	10	31.3	61.2	0.97	438.6	857.32	418.7	0.22150	1.00000
Rv2504c	scoA	PROBABLE SUCCINYL-COA:3-KETOACID-COENZYME A TRANSFERASE (ALPHA SUBUNIT) SCOA (3-OXO ACID:CoA TRANSFERASE) (OXCT A) (SUCCINYL-COA:3-OXOACID-COENZYME A TRANSFERASE) 	18	3.8	19.7	2.39	75.2	393.76	318.5	0.00760	0.26141
Rv2505c	fadD35	acyl-CoA synthetase 	39	26.7	41.7	0.64	1548.2	2417.47	869.2	0.15190	0.98550
Rv2506	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY TETR-FAMILY) 	17	29.0	18.7	-0.63	753.8	486.16	-267.6	0.50060	1.00000
Rv2507	-	POSSIBLE CONSERVED PROLINE RICH MEMBRANE PROTEIN 	13	30.2	35.1	0.21	665.0	771.59	106.6	0.82240	1.00000
Rv2508c	-	PROBABLE CONSERVED INTEGRAL MEMBRANE LEUCINE AND ALANINE RICH PROTEIN 	19	46.6	19.8	-1.24	1025.9	435.77	-590.1	0.12260	0.93582
Rv2509	-	PROBABLE SHORT-CHAIN TYPE DEHYDROGENASE/REDUCTASE 	14	30.8	10.3	-1.58	676.7	225.87	-450.9	0.02870	0.55320
Rv2510c	-	hypothetical protein Rv2510c 	16	58.6	21.2	-1.47	820.3	296.68	-523.7	0.25700	1.00000
Rv2511	orn	oligoribonuclease 	14	34.4	55.3	0.68	689.0	1105.50	416.5	0.25400	1.00000
Rv2512c	-	IS1081 transposase 	30	38.3	46.2	0.27	2145.9	2586.92	441.0	0.46620	1.00000
Rv2513	-	hypothetical protein Rv2513 	6	23.5	16.7	-0.50	141.0	100.03	-41.0	0.90850	1.00000
Rv2514c	-	hypothetical protein Rv2514c 	5	13.3	41.9	1.66	106.1	335.37	229.3	0.28600	1.00000
Rv2515c	-	hypothetical protein Rv2515c 	25	14.2	21.3	0.59	368.2	554.05	185.8	0.42070	1.00000
Rv2516c	-	hypothetical protein Rv2516c 	17	72.3	49.8	-0.54	1590.0	1096.55	-493.4	0.37610	1.00000
Rv2517c	-	hypothetical protein Rv2517c 	4	0.9	0.0	-0.93	5.4	0.00	-5.4	0.18320	1.00000
Rv2518c	lppS	PROBABLE CONSERVED LIPOPROTEIN LPPS 	27	56.3	35.2	-0.68	1801.2	1125.96	-675.3	0.33280	1.00000
Rv2519	PE26	PE FAMILY PROTEIN 	33	39.6	39.8	0.01	2295.4	2311.22	15.8	0.98040	1.00000
Rv2520c	-	POSSIBLE CONSERVED MEMBRANE PROTEIN 	6	35.8	18.3	-0.97	430.2	220.11	-210.1	0.35420	1.00000
Rv2521	bcp	PROBABLE BACTERIOFERRITIN COMIGRATORY PROTEIN BCP 	10	15.6	10.5	-0.57	187.5	126.31	-61.2	0.63880	1.00000
Rv2522c	-	hypothetical protein Rv2522c 	14	43.8	34.2	-0.36	701.2	546.57	-154.7	0.69760	1.00000
Rv2523c	acpS	4'-phosphopantetheinyl transferase 	2	0.0	0.0	0.00	0.0	0.00	0.0	1.00000	1.00000
Rv2524c	fas	PROBABLE FATTY ACID SYNTHASE FAS (FATTY ACID SYNTHETASE) 	90	181.2	46.5	-1.96	6161.6	1581.71	-4579.9	0.01110	0.33051
Rv2525c	-	hypothetical protein Rv2525c 	19	42.9	54.8	0.36	1456.9	1864.22	407.3	0.57020	1.00000
Rv2526	-	hypothetical protein Rv2526 	5	23.2	21.7	-0.10	185.9	173.24	-12.6	0.96870	1.00000
Rv2527	-	hypothetical protein Rv2527 	5	6.4	43.7	2.78	38.3	262.39	224.1	0.08890	0.85843
Rv2528c	mrr	PROBABLE RESTRICTION SYSTEM PROTEIN MRR 	7	30.8	28.3	-0.12	431.3	396.50	-34.8	0.88580	1.00000
Rv2529	-	hypothetical protein Rv2529 	19	17.4	10.9	-0.67	416.6	261.74	-154.9	0.50330	1.00000
Rv2530A	-	hypothetical protein Rv2530A 	5	8.2	40.2	2.29	82.4	402.24	319.8	0.02870	0.55320
Rv2530c	-	hypothetical protein Rv2530c 	10	43.1	45.6	0.08	689.7	728.86	39.1	0.92180	1.00000
Rv2531c	-	PROBABLE AMINO ACID DECARBOXYLASE 	46	34.9	26.0	-0.43	2722.4	2026.16	-696.2	0.31960	1.00000
Rv2532c	-	hypothetical protein Rv2532c 	7	1.1	0.0	-1.07	2.2	0.00	-2.2	1.00000	1.00000
Rv2533c	nusB	transcription antitermination protein NusB 	8	0.0	5.4	2.68	0.0	21.66	21.7	0.43100	1.00000
Rv2534c	efp	elongation factor P 	11	18.5	4.6	-1.99	332.9	83.58	-249.3	0.01390	0.38249
Rv2535c	pepQ	PROBABLE CYTOPLASMIC PEPTIDASE PEPQ 	17	21.6	25.5	0.24	604.0	713.59	109.6	0.66630	1.00000
Rv2536	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	12	12.4	18.9	0.62	98.9	151.45	52.6	0.63380	1.00000
Rv2537c	aroD	3-dehydroquinate dehydratase 	3	0.0	0.0	0.00	0.0	0.00	0.0	1.00000	1.00000
Rv2538c	aroB	3-dehydroquinate synthase 	11	0.0	0.0	0.00	0.0	0.00	0.0	1.00000	1.00000
Rv2539c	aroK	shikimate kinase 	1	0.0	0.0	0.00	0.0	0.00	0.0	1.00000	1.00000
Rv2540c	aroF	chorismate synthase 	13	8.2	22.9	1.48	82.0	228.61	146.6	0.58820	1.00000
Rv2541	-	HYPOTHETICAL ALANINE RICH PROTEIN 	3	37.6	39.7	0.08	150.4	158.62	8.2	1.00000	1.00000
Rv2542	-	hypothetical protein Rv2542 	21	52.5	57.8	0.14	1994.2	2197.38	203.1	0.78800	1.00000
Rv2543	lppA	PROBABLE CONSERVED LIPOPROTEIN LPPA 	15	23.3	31.8	0.45	466.7	636.62	169.9	0.43900	1.00000
Rv2544	lppB	PROBABLE CONSERVED LIPOPROTEIN LPPB 	17	79.8	42.6	-0.91	2393.3	1277.34	-1116.0	0.13110	0.95454
Rv2545	-	hypothetical protein Rv2545 	6	40.4	84.2	1.06	403.7	842.47	438.7	0.17810	1.00000
Rv2546	-	hypothetical protein Rv2546 	5	97.5	37.2	-1.39	779.7	297.70	-482.0	0.06050	0.77275
Rv2547	-	hypothetical protein Rv2547 	5	0.0	15.9	4.07	0.0	31.71	31.7	0.32870	1.00000
Rv2548	-	hypothetical protein Rv2548 	6	33.3	40.1	0.27	266.6	320.74	54.1	0.73380	1.00000
Rv2549c	-	hypothetical protein Rv2549c 	13	11.9	27.6	1.21	142.8	330.84	188.0	0.15600	0.99338
Rv2550c	-	hypothetical protein Rv2550c 	2	0.0	0.0	0.00	0.0	0.00	0.0	1.00000	1.00000
Rv2551c	-	hypothetical protein Rv2551c 	1	0.0	0.0	0.00	0.0	0.00	0.0	1.00000	1.00000
Rv2552c	aroE	shikimate 5-dehydrogenase 	11	90.6	1.5	-5.91	1631.3	27.22	-1604.1	0.00010	0.01078
Rv2553c	-	PROBABLE CONSERVED MEMBRANE PROTEIN 	15	41.5	1.7	-4.59	581.2	24.07	-557.1	0.00140	0.08096
Rv2554c	-	Holliday junction resolvase-like protein 	7	0.0	0.0	0.00	0.0	0.00	0.0	1.00000	1.00000
Rv2555c	alaS	alanyl-tRNA synthetase 	46	24.0	64.5	1.43	287.8	773.53	485.7	0.09710	0.87654
Rv2556c	-	hypothetical protein Rv2556c 	6	52.6	69.1	0.39	631.3	828.85	197.5	0.60340	1.00000
Rv2557	-	hypothetical protein Rv2557 	10	50.1	82.2	0.71	601.4	986.95	385.5	0.34460	1.00000
