"","Orf","Name","Desc","Sites","Sites_Hit","B6","B6_pval","B6_Qval","DBA","DBA_pval","DBA_Qval","BXD9","BXD9_pval","BXD9_Qval","BXD29","BXD29_pval","BXD29_Qval","BXD39","BXD39_pval","BXD39_Qval","BXD40","BXD40_pval","BXD40_Qval","BXD48a","BXD48a_pval","BXD48a_Qval","BXD51","BXD51_pval","BXD51_Qval","BXD54","BXD54_pval","BXD54_Qval","BXD56","BXD56_pval","BXD56_Qval","BXD60","BXD60_pval","BXD60_Qval","BXD62","BXD62_pval","BXD62_Qval","BXD67","BXD67_pval","BXD67_Qval","BXD69","BXD69_pval","BXD69_Qval","BXD73","BXD73_pval","BXD73_Qval","BXD73b","BXD73b_pval","BXD73b_Qval","BXD77","BXD77_pval","BXD77_Qval","BXD79","BXD79_pval","BXD79_Qval","BXD90","BXD90_pval","BXD90_Qval","BXD93","BXD93_pval","BXD93_Qval","BXD102","BXD102_pval","BXD102_Qval"
"2209","Rv2177c","-","POSSIBLE TRANSPOSASE ",6,5,0.17,0.724,1,-0.3,0.5763,0.99641,0.4,0.4099,1,-0.1,0.8568,1,0.12,0.7966,1,-0.07,0.8912,1,-0.45,0.5601,1,0.59,0.3608,1,-0.19,0.7149,1,0.05,0.9177,1,0.31,0.5063,1,0.07,0.895,1,0.19,0.686,1,0.23,0.6323,1,0.03,0.9478,1,-0.18,0.7361,1,-0.11,0.8276,1,0.07,0.8891,1,-0.02,0.9628,1,-0.08,0.8871,1,-0.01,0.9765,1
"2210","Rv2178c","aroG","Probable 3-deoxy-D-arabino-heptulosonate 7-phosphate synthase AroG (DAHP synthetase, phenylalanine-repressible) ",17,1,2.27,0.288,1,-0.47,0.5499,0.99641,-0.15,0.6407,1,0.12,0.8916,1,-0.47,0.4431,0.99617,0.2,0.785,1,-0.47,0.8863,1,0.33,0.6996,1,0.7,0.5313,1,-0.47,0.4362,1,-0.44,0.5518,1,2.86,0.0776,0.51459,-0.47,0.5411,1,-0.47,0.5506,1,-0.44,0.5596,1,-0.47,0.5555,1,-0.03,1,1,-0.47,0.5468,1,0.14,0.7139,1,-0.44,0.5537,1,-0.44,0.5597,1
"2211","Rv2179c","-","hypothetical protein Rv2179c ",6,6,-0.9,0.2131,1,1.82,5e-04,0.019,0.02,0.9684,1,0.06,0.9219,1,0.06,0.9167,1,1.16,0.1,0.8184,0.9,0.1337,1,0.48,0.4824,1,-0.12,0.8431,1,1.9,9e-04,0.03388,0.55,0.4034,1,0.74,0.2359,0.79935,-1.14,0.165,0.92335,2.39,0.0019,0.05832,-0.03,0.9546,1,0.31,0.7018,1,0.51,0.3518,1,0.42,0.482,1,-0.09,0.8748,1,2.73,0,0,2.23,0.0112,0.24156
"2212","Rv2180c","-","Probable conserved integral membrane protein ",12,11,0.53,0.0472,0.72995,0.56,0.0472,0.39816,0.38,0.3069,1,0.52,0.116,1,0.39,0.1822,0.81679,0.35,0.2287,1,0.33,0.3534,1,-0.03,0.9487,1,0.46,0.1315,0.86053,0.16,0.5955,1,0.34,0.3062,1,0.48,0.2486,0.81202,0.87,0.0053,0.12295,0.66,0.0534,0.60359,0.5,0.0776,0.776,0.63,0.0764,0.62548,0.55,0.0866,0.83655,0.29,0.3717,1,0.43,0.1622,1,0.94,0.0038,0.12227,0.36,0.2127,0.97661
"2213","Rv2181","-","Probable conserved integral membrane protein ",20,17,-0.06,0.8057,1,-0.12,0.6207,1,0.04,0.863,1,-0.07,0.7785,1,-0.01,0.9663,1,0.19,0.4349,1,0.21,0.4987,1,0.04,0.9171,1,0.06,0.8182,1,0,0.9976,1,0.2,0.4222,1,0.17,0.5356,0.96499,0.26,0.3999,1,0.23,0.3191,1,0.16,0.4925,1,0.04,0.8733,1,-0.14,0.5529,1,-0.26,0.3171,1,-0.04,0.8809,1,0.5,0.0315,0.41208,-0.06,0.8299,1
"2214","Rv2182c","-","1-acylglycerol-3-phosphate O-acyltransferase ",21,1,-0.67,0.6628,1,-1.31,0.4496,0.93873,-1.17,0.4634,1,0.05,0.9974,1,-0.18,0.8894,1,-1.31,0.4445,1,-1.3,0.6789,1,0.26,0.8656,1,0.15,0.9073,1,-1.12,0.4821,1,-0.7,0.6415,1,-0.73,0.6291,0.99965,-0.26,0.9097,1,0.62,0.6368,1,0.67,0.5086,1,0.87,0.5748,1,0.57,0.627,1,0.32,0.7964,1,0.75,0.4984,1,-0.44,0.7521,1,-0.08,0.9546,1
"2215","Rv2183c","-","hypothetical protein Rv2183c ",6,4,-0.19,0.7549,1,2.18,1e-04,0.00499,0.44,0.4387,1,1.02,0.0425,0.62115,0.9,0.0635,0.55286,1.38,0.0204,0.342,1.38,0.0276,0.75427,0.92,0.2434,1,2.06,0.0022,0.07503,2.01,3e-04,0.01425,0.77,0.1891,1,1.85,0.0147,0.21098,2.3,9e-04,0.03294,1.77,0.0015,0.04866,1.87,0.0011,0.04771,0.66,0.3514,1,1.8,5e-04,0.02267,2.13,1e-04,0.00518,1.36,0.0175,0.35808,2.7,0.0465,0.48802,0.57,0.3043,1
"2216","Rv2184c","-","hypothetical protein Rv2184c ",18,14,0.52,0.0671,0.88359,1.25,0,0,0.61,0.0541,0.58556,0.86,0.0015,0.0665,0.44,0.1745,0.79481,0.62,0.0307,0.43579,0.61,0.0648,1,0.38,0.2989,1,0.86,0.004,0.12183,1.01,5e-04,0.02078,1.19,1e-04,0.00562,1.51,0,0,1.18,2e-04,0.0095,1.03,2e-04,0.00998,0.74,0.0083,0.20071,0.83,0.0078,0.18415,1.01,4e-04,0.01856,1.2,0,0,1.14,0,0,0.91,0.017,0.28145,0.92,0.0039,0.11442
"2217","Rv2185c","TB16.3","hypothetical protein Rv2185c ",13,10,1.27,1e-04,0.00998,2.26,0,0,1.73,0,0,1.82,0,0,1.56,1e-04,0.00654,1.39,5e-04,0.02168,1.62,2e-04,0.021,1.15,0.0101,0.52336,2.14,0,0,1.78,0,0,2.17,0,0,2.46,0,0,2.49,0,0,1.9,0,0,1.94,0,0,1.38,5e-04,0.02625,2.28,0,0,2.24,0,0,1.94,0,0,1.59,2e-04,0.01267,1.77,0,0
"2218","Rv2186c","-","hypothetical protein Rv2186c ",10,3,0.06,0.9468,1,0.59,0.5505,0.99641,1.19,0.2034,0.99131,-1.02,0.3694,1,-0.43,0.65,1,-0.14,0.8711,1,-1.98,0.3404,1,1.21,0.2495,1,-0.1,0.9159,1,0.07,0.9387,1,-0.24,0.7887,1,0,0.9977,1,-0.2,0.8179,1,0.25,0.8134,1,0.47,0.6076,1,-0.5,0.6097,1,0.46,0.6064,1,0.65,0.4438,1,0.12,0.8985,1,0.21,0.8206,1,-0.16,0.8735,1
"2219","Rv2187","fadD15","Probable long-chain-fatty-acid-CoA ligase fadD15 (FATTY-ACID-CoA SYNTHETASE) (FATTY-ACID-CoA SYNTHASE) ",34,30,0.21,0.3914,1,0.34,0.1495,0.67939,0.58,0.0135,0.27061,0.31,0.1932,1,0.11,0.6559,1,0.4,0.0863,0.78349,0.4,0.1638,1,-0.14,0.6878,1,0.4,0.0911,0.76718,0.39,0.0901,0.72871,0.3,0.203,1,0.67,0.0054,0.11164,0.82,5e-04,0.02036,0.46,0.0418,0.51599,0.28,0.2282,1,0.4,0.1101,0.72082,0.31,0.1842,1,0.38,0.0966,0.92586,0.18,0.4431,1,0.25,0.3248,0.95977,0.54,0.0193,0.34225
"2220","Rv2188c","-","hypothetical protein Rv2188c ",19,0,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1
"2221","Rv2189c","-","hypothetical protein Rv2189c ",12,6,0.08,0.894,1,0.09,0.8864,1,-0.02,0.9718,1,0.07,0.9064,1,0.66,0.21,0.85217,0.18,0.7776,1,0.04,0.9667,1,-0.47,0.6051,1,-0.28,0.666,1,-0.23,0.7206,1,-0.25,0.7106,1,-0.16,0.7897,1,-0.07,0.9154,1,0.25,0.6528,1,0.15,0.8023,1,-0.05,0.9375,1,0.09,0.8786,1,-0.33,0.5902,1,0.44,0.4292,1,0.72,0.2701,0.93804,0.33,0.5891,1
"2222","Rv2190c","-","hypothetical protein Rv2190c ",20,16,-0.43,0.2916,1,0.19,0.6198,1,0.67,0.0641,0.63662,-0.26,0.5191,1,0.08,0.8363,1,0.15,0.6844,1,0.11,0.8224,1,0.49,0.2488,1,0.09,0.8038,1,0.28,0.3966,1,-0.37,0.3459,1,0.3,0.4056,0.89659,0.82,0.0544,0.5187,0.57,0.0964,0.83068,0.33,0.3647,1,0.28,0.4528,1,0.48,0.1592,1,0.48,0.1677,1,0.15,0.6791,1,0.23,0.546,1,-0.02,0.9572,1
"2223","Rv2191","-","hypothetical protein Rv2191 ",26,24,0.16,0.5278,1,-0.05,0.851,1,-0.13,0.6044,1,-0.11,0.6753,1,-0.09,0.7385,1,0.19,0.4515,1,-0.07,0.8229,1,0.15,0.6407,1,0.06,0.8171,1,0,0.9913,1,-0.07,0.7917,1,0.16,0.5442,0.96885,0.23,0.4141,1,0.04,0.8701,1,0.1,0.6797,1,0.08,0.7736,1,0.08,0.7349,1,0.1,0.6941,1,-0.09,0.7241,1,0.2,0.4602,1,0.22,0.4222,1
"2224","Rv2192c","trpD","anthranilate phosphoribosyltransferase ",7,0,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1
"2225","Rv2193","ctaE","PROBABLE CYTOCHROME C OXIDASE (SUBUNIT III) CTAE ",17,0,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1
"2226","Rv2194","qcrC","Probable Ubiquinol-cytochrome C reductase QcrC(cytochrome C subunit) ",12,0,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1
"2227","Rv2195","qcrA","Probable Rieske iron-sulfur protein QcrA ",22,1,-0.15,1,1,0.98,0.2808,0.83601,-0.12,1,1,-0.15,1,1,0.41,0.1972,0.83883,0.14,1,1,1.24,0.1623,1,0.5,0.1623,1,-0.15,1,1,0.64,0.2849,1,-0.12,1,1,-0.15,1,1,-0.15,1,1,0.43,0.294,1,0.56,0.0745,0.76612,0.92,0.1406,0.79187,-0.15,1,1,0.09,1,1,0.34,0.2832,1,-0.12,1,1,0.05,1,1
"2228","Rv2196","qcrB","Probable Ubiquinol-cytochrome C reductase QcrB (cytochrome B subunit) ",30,2,-0.52,0.623,1,0.19,0.8299,1,0.1,0.9231,1,-0.27,0.8062,1,0.43,0.6771,1,0.29,0.7666,1,1.23,0.1473,1,-1.24,0.5276,1,1.3,0.1895,0.94513,0.31,0.7437,1,0.2,0.839,1,0.35,0.7248,1,0.51,0.5859,1,1.24,0.1608,1,0.26,0.773,1,-1.59,0.2584,0.94452,0.29,0.7577,1,0.36,0.7046,1,0.9,0.3293,1,0.56,0.5687,1,1.28,0.1773,0.93395
"2229","Rv2197c","-","Probable conserved transmembrane protein ",13,10,-0.61,0.1167,1,-0.51,0.1754,0.72411,-0.64,0.1167,0.80143,-0.46,0.2134,1,-0.86,0.0407,0.44601,-0.47,0.216,1,-0.4,0.4269,1,-0.18,0.701,1,-0.01,0.9846,1,-0.3,0.4128,1,-0.27,0.457,1,-0.1,0.794,1,-0.28,0.4625,1,-0.47,0.2216,1,-0.32,0.3792,1,-0.16,0.6697,1,-0.19,0.5852,1,-0.29,0.4299,1,-0.4,0.2758,1,-1.19,0.012,0.2468,-0.27,0.4718,1
"2230","Rv2198c","mmpS3","PROBABLE CONSERVED MEMBRANE PROTEIN MMPS3 ",14,1,0.51,0.2829,1,-0.05,1,1,1.74,1e-04,0.00676,-0.05,1,1,0.76,0.0791,0.59325,0.39,0.2932,1,-0.05,1,1,-0.05,1,1,0.38,0.271,1,-0.05,1,1,0.53,0.2814,1,-0.05,1,1,0.65,0.2831,1,-0.05,1,1,-0.05,1,1,-0.05,1,1,-0.05,1,1,-0.05,1,1,-0.05,1,1,0.18,0.2891,0.93858,0.36,0.2876,0.99933
"2231","Rv2199c","-","Possible conserved integral membrane protein ",7,2,-0.29,0.7626,1,-0.2,0.8386,1,-0.78,0.4851,1,-0.7,0.5319,1,0.33,0.6963,1,-0.05,0.9631,1,-0.02,0.9849,1,0.15,0.8994,1,-0.52,0.6132,1,-0.32,0.7473,1,-0.79,0.4981,1,-0.93,0.4554,0.92283,-0.16,0.8611,1,-0.2,0.8349,1,-0.26,0.8046,1,0.17,0.8582,1,-0.12,0.9004,1,-0.69,0.5247,1,-1.37,0.2905,1,0.99,0.2591,0.93557,-0.37,0.717,1
"2232","Rv2200c","ctaC","PROBABLE TRANSMEMBRANE CYTOCHROME C OXIDASE (SUBUNIT II) CTAC ",21,4,0.5,0.4305,1,-0.99,0.2365,0.79431,-0.73,0.3588,1,0.35,0.6222,1,-2.04,0.0516,0.49971,-0.42,0.5899,1,0.15,0.8674,1,-0.35,0.706,1,-0.98,0.2372,1,-0.49,0.5232,1,-1.04,0.2118,1,-0.12,0.8579,1,0.4,0.5529,1,-0.04,0.9546,1,-0.52,0.4947,1,-0.95,0.2569,0.94212,0.35,0.61,1,0.71,0.2816,1,-0.51,0.4909,1,-0.33,0.6573,1,0.53,0.4746,1
"2233","Rv2201","asnB","Probable asparagine synthetase AsnB ",29,1,1.43,0.2795,1,-0.15,0.7935,1,0.09,0.7043,1,0.05,0.8565,1,-0.15,0.7876,1,-0.15,0.8041,1,-0.15,1,1,0.75,0.1658,1,-0.15,0.7958,1,-0.15,0.7974,1,0.16,0.7035,1,-0.15,0.7947,1,0.23,0.6508,1,-0.15,0.7992,1,-0.15,0.7906,1,-0.15,0.7977,1,0.13,0.703,1,-0.15,0.7914,1,-0.15,0.7943,1,-0.15,0.793,1,-0.13,0.8007,1
"2234","Rv2202c","cbhK","Probable carbohydrate kinase CbhK ",20,2,-0.86,0.5262,1,-1.12,0.4852,0.96356,-0.21,0.8699,1,0.7,0.5882,1,-0.88,0.5285,1,0.15,0.9196,1,0.22,0.9189,1,-2.84,0.544,1,0.72,0.5045,1,-1.16,0.4722,1,-1.95,0.2849,1,-1.49,0.4184,0.9019,0.2,0.8706,1,0.29,0.8211,1,-0.26,0.8406,1,-1.21,0.4754,1,0.7,0.531,1,0.92,0.5082,1,-1.71,0.3693,1,-0.45,0.7389,1,-0.81,0.5575,1
"2235","Rv2203","-","POSSIBLE CONSERVED MEMBRANE PROTEIN ",13,12,0.04,0.917,1,-1.42,0.0042,0.0882,-0.65,0.1096,0.77674,-0.5,0.2029,1,-1.47,0.0028,0.08867,-1.06,0.0173,0.3181,-1.46,0.0275,0.75427,0.4,0.3342,1,-0.6,0.1358,0.8645,-0.84,0.0466,0.53738,-0.8,0.049,0.61675,-1.2,0.0078,0.14082,-0.99,0.0213,0.30714,-1.76,8e-04,0.02928,-0.85,0.0467,0.61405,-0.8,0.0668,0.59452,-0.9,0.0343,0.51066,-0.78,0.0537,0.68237,-0.8,0.0472,0.68132,-2.08,4e-04,0.02073,-0.73,0.0713,0.65191
"2236","Rv2204c","-","hypothetical protein Rv2204c ",5,1,-1.06,0.5459,1,0.11,0.9582,1,0.24,0.7806,1,-0.55,0.7374,1,-2.54,0.3894,0.97964,0.35,0.7947,1,-0.75,0.7002,1,-1.2,0.6547,1,-1.05,0.5187,1,-0.82,0.6393,1,-0.5,0.7174,1,-0.93,0.5684,0.97685,-0.41,0.8167,1,-0.47,0.7869,1,-0.46,0.7629,1,-2.3,0.3942,1,0.23,0.8416,1,-0.08,0.8901,1,-0.64,0.6812,1,-0.79,0.6456,1,1.06,0.3802,1
"2237","Rv2205c","-","hypothetical protein Rv2205c ",13,12,0.34,0.3613,1,0.2,0.6045,1,0.12,0.7598,1,-0.06,0.8767,1,0.15,0.7077,1,-0.22,0.5758,1,-0.06,0.8996,1,-0.15,0.7888,1,-0.42,0.3171,1,0.11,0.7714,1,0.27,0.4785,1,-0.56,0.208,0.76739,-0.19,0.6531,1,0.03,0.9392,1,-0.08,0.8426,1,-0.13,0.7474,1,0.07,0.8419,1,0.02,0.9493,1,0.1,0.7824,1,0.19,0.6658,1,-0.05,0.9013,1
"2238","Rv2206","-","PROBABLE CONSERVED TRANSMEMBRANE PROTEIN ",9,6,0.06,0.9398,1,0.57,0.3514,0.8767,0.97,0.2379,1,-0.16,0.839,1,0.6,0.4302,0.99362,1.32,0.0251,0.37935,0.66,0.4282,1,0.06,0.9597,1,0.42,0.5639,1,0.3,0.6688,1,0.3,0.6492,1,0.53,0.3997,0.89364,0.85,0.2978,1,0.06,0.9377,1,-0.97,0.2898,1,-0.09,0.9148,1,0,0.9954,1,0.25,0.7517,1,-0.17,0.8217,1,0.88,0.2356,0.91622,0.12,0.8785,1
"2239","Rv2207","cobT","nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase ",8,5,-1.15,0.1852,1,-0.86,0.3017,0.85013,0.08,0.9215,1,-1.01,0.2136,1,0.02,0.9697,1,0.14,0.8527,1,1.1,0.1781,1,-2.96,0.1295,1,1.37,0.1412,0.87342,0.76,0.2511,1,-2.05,0.0489,0.61675,0.96,0.3556,0.87048,-2.94,0.0251,0.33495,-0.36,0.6378,1,0.04,0.9501,1,-1.07,0.2032,0.8887,0.03,0.9632,1,0.35,0.6008,1,0.42,0.5262,1,3.51,0.1255,0.72061,0.28,0.6984,1
"2240","Rv2208","cobS","cobalamin synthase ",9,5,0.42,0.4979,1,-0.37,0.6127,1,-1.47,0.1262,0.83644,0.06,0.9371,1,-0.63,0.4163,0.98978,-0.3,0.6899,1,-1.26,0.3071,1,-0.18,0.8491,1,-0.6,0.4373,1,-0.45,0.533,1,-0.14,0.8671,1,-1.15,0.1947,0.74769,-0.48,0.5232,1,-0.16,0.8496,1,-0.22,0.7704,1,0.15,0.8437,1,-0.58,0.4453,1,-0.29,0.6771,1,-0.59,0.4515,1,-0.09,0.9078,1,-0.31,0.6791,1
"2241","Rv2209","-","Probable conserved integral membrane protein ",25,23,0.09,0.6842,1,-0.46,0.0415,0.37719,-0.12,0.5868,1,-0.01,0.9574,1,-0.06,0.7612,1,-0.23,0.3022,1,-0.33,0.2616,1,0.25,0.3311,1,-0.03,0.8996,1,-0.23,0.2524,1,0.13,0.548,1,-0.25,0.2682,0.8269,0.08,0.7105,1,-0.06,0.7728,1,0.09,0.6365,1,-0.06,0.7855,1,-0.06,0.7761,1,-0.12,0.5542,1,-0.06,0.7471,1,-0.32,0.1752,0.82288,-0.12,0.6049,1
"2242","Rv2210c","ilvE","branched-chain amino acid aminotransferase ",23,3,0.17,0.8548,1,1.99,0.0764,0.51043,-0.61,0.2732,1,0.86,0.3187,1,2,0.0791,0.59325,2.39,0.1192,0.88928,1.35,0.1746,1,-0.63,0.6249,1,-0.23,0.6811,1,2.34,0.0293,0.42205,0.72,0.3404,1,0.77,0.4642,0.92748,-0.61,0.2743,1,1.76,0.0875,0.79891,2.33,0.0783,0.78104,-0.36,0.4534,1,1.95,0.0598,0.72304,0.98,0.0978,0.92586,1.37,0.081,0.84122,0.76,0.3017,0.94261,2.93,0.1271,0.83136
"2243","Rv2211c","gcvT","glycine cleavage system aminomethyltransferase T ",18,1,0.11,0.8975,1,0.66,0.5842,0.99641,1.64,0.2079,0.99131,0.54,0.7028,1,0.53,0.7111,1,-0.13,0.9319,1,0.31,1,1,1.11,0.5558,1,0.68,0.5127,1,0.31,0.9042,1,-0.24,0.8632,1,0.44,0.7677,1,0.14,0.8771,1,0.7,0.4731,1,0.5,0.7026,1,-1.56,0.4876,1,1.31,0.3244,1,0.95,0.4108,1,0.72,0.4311,1,0.75,0.5101,1,0.44,0.7713,1
"2244","Rv2212","-","hypothetical protein Rv2212 ",11,9,-0.05,0.877,1,-0.38,0.2725,0.83597,-0.06,0.8623,1,-0.28,0.4159,1,-0.01,0.9717,1,0.07,0.8295,1,0.26,0.5087,1,-0.3,0.5331,1,-0.19,0.6,1,-0.21,0.5265,1,0.07,0.8216,1,0.27,0.3834,0.88579,-0.14,0.6714,1,-0.07,0.8395,1,-0.3,0.3973,1,0.24,0.5377,1,-0.3,0.3675,1,-0.41,0.2236,1,-0.19,0.5633,1,-0.32,0.3841,0.97916,0.12,0.7361,1
"2245","Rv2213","pepB","leucyl aminopeptidase ",15,12,-0.66,0.0772,0.94198,-0.74,0.0447,0.38942,0.07,0.8147,1,-0.19,0.5677,1,-0.18,0.5752,1,-0.32,0.3232,1,0.06,0.872,1,-0.41,0.3951,1,-0.27,0.4257,1,-0.54,0.1268,0.81593,-0.3,0.3901,1,-0.68,0.0726,0.49994,-0.3,0.3793,1,-0.16,0.6188,1,0.21,0.5009,1,-0.43,0.2603,0.94576,-0.61,0.0777,0.81566,-0.68,0.0534,0.68072,0.08,0.7893,1,-0.96,0.0147,0.26541,-0.4,0.2335,0.98988
"2246","Rv2214c","ephD","short chain dehydrogenase ",32,30,-0.31,0.1856,1,-1.02,1e-04,0.00499,-0.44,0.083,0.69243,-0.21,0.4009,1,-1.37,0,0,-0.79,0.003,0.09208,-0.67,0.0473,0.9933,-0.01,0.9764,1,-0.55,0.0262,0.42152,-0.61,0.0121,0.23783,-0.41,0.0836,0.75297,-0.72,0.0052,0.11014,-0.37,0.1128,0.78137,-0.65,0.0098,0.20689,-0.45,0.0623,0.71022,-1.3,0,0,-0.06,0.7928,1,-0.18,0.4133,1,-0.22,0.3175,1,-1.78,0,0,-0.94,7e-04,0.03174
"2247","Rv2215","dlaT","dihydrolipoamide acetyltransferase ",14,0,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1
"2248","Rv2216","-","hypothetical protein Rv2216 ",12,8,-0.23,0.749,1,-1.03,0.2386,0.797,-0.41,0.5957,1,-0.61,0.4406,1,-1.51,0.1358,0.71958,-0.66,0.4047,1,-1.16,0.3777,1,-0.39,0.7324,1,-0.95,0.281,1,-0.81,0.3247,1,-0.33,0.6697,1,-0.34,0.6534,1,-0.59,0.4547,1,-1.39,0.1501,0.97884,-0.49,0.5392,1,-0.45,0.5637,1,-0.83,0.3294,1,-0.54,0.5002,1,-0.82,0.3291,1,-0.26,0.7307,1,-0.35,0.6468,1
"2249","Rv2217","lipB","lipoyltransferase ",13,5,-0.42,0.5724,1,-0.95,0.2409,0.80099,-0.1,0.8849,1,-0.54,0.4538,1,-0.72,0.3334,0.93892,0.01,0.9867,1,-0.48,0.6277,1,-0.54,0.6115,1,-0.59,0.4616,1,-0.43,0.5648,1,0.36,0.6232,1,-0.36,0.6127,0.99258,-0.69,0.359,1,-0.16,0.8204,1,-0.47,0.5053,1,0.21,0.8034,1,-0.1,0.8809,1,-0.21,0.7502,1,-0.2,0.7634,1,-1.25,0.1421,0.76105,-0.01,0.9846,1
"2250","Rv2218","lipA","lipoyl synthase ",15,2,0.77,0.4604,1,0.69,0.5824,0.99641,1.5,0.3285,1,0.79,0.4721,1,-0.55,0.6425,1,-0.19,0.8582,1,0.4,0.7908,1,-1.9,0.542,1,0.44,0.6674,1,0.43,0.6998,1,0.63,0.6018,1,0.36,0.7301,1,0.81,0.4674,1,1.23,0.2307,1,1.5,0.2766,1,1.09,0.4594,1,0.38,0.7208,1,1.26,0.2483,1,0.21,0.8454,1,1.51,0.3383,0.96015,1.55,0.3028,1
"2251","Rv2219","-","PROBABLE CONSERVED TRANSMEMBRANE PROTEIN ",8,0,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1.02,0.2869,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1
"2252","Rv2219A","-","PROBABLE CONSERVED MEMBRANE PROTEIN ",3,3,-0.48,0.6825,1,-0.3,0.7541,1,0.1,0.8927,1,0.33,0.6838,1,0.07,0.8799,1,-0.55,0.5915,1,0.6,0.5178,1,-0.76,0.616,1,-0.32,0.7058,1,0.27,0.72,1,-0.08,0.9015,1,-0.51,0.6387,1,-0.77,0.519,1,-0.15,0.8496,1,0.27,0.7095,1,-2.06,0.228,0.91381,0.46,0.5632,1,0.13,0.8312,1,0.03,0.9683,1,0.27,0.768,1,0.49,0.6315,1
"2253","Rv2220","glnA1","GLUTAMINE SYNTHETASE GLNA1 (GLUTAMINE SYNTHASE) (GS-I) ",29,1,-0.09,1,1,-0.09,1,1,-0.09,1,1,-0.09,1,1,-0.09,1,1,0.34,0.2831,1,-0.09,1,1,-0.09,1,1,-0.09,1,1,-0.09,1,1,-0.09,1,1,-0.09,1,1,-0.09,1,1,-0.09,1,1,-0.09,1,1,-0.09,1,1,-0.09,1,1,-0.09,1,1,-0.09,1,1,-0.09,1,1,-0.09,1,1
"2254","Rv2221c","glnE","GLUTAMATE-AMMONIA-LIGASE ADENYLYLTRANSFERASE GLNE (Glutamine-synthetase adenylyltransferase) ",39,2,-0.07,0.9165,1,-0.29,0.5356,0.98618,0.75,0.0117,0.24441,-0.29,0.65,1,-0.29,0.6544,1,-0.29,0.6435,1,-0.29,0.7406,1,-0.28,0.766,1,1.31,0.0064,0.17024,1.2,0.0024,0.072,-0.29,0.6455,1,-0.29,0.6602,1,-0.28,0.6489,1,-0.29,0.6551,1,-0.28,0.5259,1,-0.28,0.6427,1,-0.28,0.6406,1,-0.28,0.6432,1,0.11,0.956,1,-0.28,0.6461,1,-0.28,0.6518,1
"2255","Rv2222c","glnA2","PROBABLE GLUTAMINE SYNTHETASE GLNA2 (GLUTAMINE SYNTHASE) (GS-II) ",20,16,0.26,0.5738,1,0.38,0.3585,0.88064,0.46,0.3045,1,0.74,0.1021,0.98878,-0.44,0.4349,0.99362,0.82,0.0671,0.72205,0.66,0.2644,1,-0.12,0.8622,1,1.01,0.0155,0.30168,0.8,0.0504,0.56147,0.04,0.9397,1,0.19,0.6966,1,0.08,0.8723,1,1.29,0.0018,0.05611,0.05,0.9086,1,0.66,0.2068,0.88981,0.6,0.1628,1,0.04,0.9329,1,-0.5,0.3395,1,1.4,0.0223,0.332,-0.03,0.9593,1
"2256","Rv2223c","-","Probable exported protease ",29,26,-0.11,0.5516,1,-0.33,0.0791,0.51785,0.04,0.8394,1,-0.06,0.7315,1,-0.23,0.2453,0.88655,-0.09,0.6229,1,-0.24,0.3159,1,-0.17,0.4834,1,0,0.9801,1,-0.18,0.3106,1,-0.2,0.294,1,0.01,0.972,1,-0.16,0.3994,1,-0.06,0.7363,1,0.13,0.4588,1,0.03,0.8682,1,-0.24,0.1809,1,0.01,0.9561,1,0.25,0.1459,1,-0.06,0.7696,1,-0.14,0.4882,1
"2257","Rv2224c","-","Probable exported protease ",30,27,-2,0,0,-2.89,0,0,-1.19,2e-04,0.01287,-2.27,0,0,-2.72,0,0,-3.27,0,0,-1.65,0.0012,0.09576,-2.27,3e-04,0.04604,-1.26,4e-04,0.0202,-2.22,0,0,-2.59,0,0,-2.1,0,0,-2.31,0,0,-2.26,0,0,-1.95,0,0,-1.2,5e-04,0.02625,-1.66,0,0,-1.47,0,0,-2.12,0,0,-3.08,0,0,-2.9,0,0
