Rv_ID	gene_name	Description	Final Call	tuberculist_category	NN_joined
Rv1781c	malQ	Probable 4-alpha-glucanotransferase MalQ (amylomaltase) (disproportionating enzyme) (D-enzyme)	Growth advantage	intermediary metabolism and respiration	Rv0006, Rv0286, Rv3366, Rv2294, Rv2299c, Rv1196, Rv1625c, Rv1161, Rv0977, Rv3106
Rv1782	eccB5	ESX conserved component EccB5 ESX-5 type VII secretion system protein Probable membrane protein	Growth defect	cell wall and cell processes	Rv1783, Rv1796, Rv1794, Rv1795, Rv1797, Rv1568, Rv1569, Rv1589, Rv1570, Rv2604c
Rv1783	eccC5	ESX conserved component EccC5 ESX-5 type VII secretion system protein	Growth defect	cell wall and cell processes	Rv1782, Rv1796, Rv1794, Rv1795, Rv1797, Rv1568, Rv1569, Rv1589, Rv1570, Rv2604c
Rv1784	-	-	Missing	unknown	Rv1783, Rv1782, Rv1796, Rv1794, Rv1795, Rv1797, Rv1568, Rv1569, Rv1589, Rv1570
Rv1785c	cyp143	Probable cytochrome P450 143 Cyp143	Non essential	intermediary metabolism and respiration	Rv1992c, Rv2783c, Rv2068c, Rv3330, Rv1079, Rv2459, Rv2593c, Rv2211c, Rv0609, Rv0483
Rv1786	-	Probable ferredoxin	Uncertain	intermediary metabolism and respiration	Rv2816c, Rv1187, Rv1608c, Rv2428, Rv0220, Rv1848, Rv1264, Rv3155, Rv2521, Rv3197A
Rv1787	PPE25	PPE family protein PPE25	Growth advantage	PE/PPE	Rv0351, Rv1915, Rv2029c, Rv1760, Rv1843c, Rv0598c, Rv3824c, Rv3469c, Rv0015c, Rv0159c
Rv1788	PE18	PE family protein PE18	Growth advantage	PE/PPE	Rv0114, Rv0889c, Rv2006, Rv1180, Rv2821c, Rv0187, Rv1425, Rv2688c, Rv2429, Rv2289
Rv1789	PPE26	PPE family protein PPE26	Growth advantage	PE/PPE	Rv1449c, Rv1345, Rv0014c, Rv1336, Rv1602, Rv1962c, Rv3420c, Rv2421c, Rv2221c, Rv2614c
Rv1790	PPE27	PPE family protein PPE27	Growth advantage	PE/PPE	Rv0014c, Rv1449c, Rv1345, Rv1336, Rv1962c, Rv0642c, Rv2786c, Rv1335, Rv1602, Rv3441c
Rv1791	PE19	PE family protein PE19	Non essential	PE/PPE	Rv3615c, Rv3616c, Rv3870, Rv3882c, Rv3614c, Rv3871, Rv0757, Rv3877, Rv3869, Rv0190
Rv1793	esxN	Putative ESAT-6 like protein EsxN (ESAT-6 like protein 5)	Non essential	cell wall and cell processes	Rv0998, Rv1348, Rv1236, Rv1238, Rv1272c, Rv0655, Rv0450c, Rv0994, Rv3723, Rv0101
Rv1794	-	hypothetical protein	Growth defect	conserved hypotheticals	Rv1782, Rv1783, Rv1796, Rv1795, Rv1797, Rv1568, Rv1569, Rv1589, Rv1570, Rv2604c
Rv1795	eccD5	ESX conserved component EccD5 ESX-5 type VII secretion system protein Probable membrane protein	Growth defect	cell wall and cell processes	Rv1783, Rv1782, Rv1796, Rv1794, Rv1797, Rv1568, Rv1569, Rv1589, Rv1570, Rv2604c
Rv1796	mycP5	Probable proline rich membrane-anchored mycosin MycP5 (serine protease) (subtilisin-like protease) (subtilase-like) (mycosin-5)	Growth defect	intermediary metabolism and respiration	Rv1782, Rv1783, Rv1794, Rv1795, Rv1797, Rv1568, Rv1569, Rv1589, Rv1570, Rv2604c
Rv1797	eccE5	ESX conserved component EccE5 ESX-5 type VII secretion system protein Probable membrane protein	Growth defect	cell wall and cell processes	Rv1795, Rv1783, Rv1782, Rv1796, Rv1794, Rv1568, Rv1569, Rv1589, Rv1570, Rv2604c
Rv1798	eccA5	ESX conserved component EccA5 ESX-5 type VII secretion system protein	Non essential	cell wall and cell processes	Rv1411c, Rv1086, Rv0099, Rv0101, Rv3546, Rv0994, Rv3723, Rv1238, Rv0998, Rv1348
Rv1799	lppT	Probable lipoprotein LppT	Non essential	cell wall and cell processes	Rv3866, Rv1692, Rv1447c, Rv1846c, Rv3703c, Rv0191, Rv3557c, Rv0432, Rv2677c, Rv1860
Rv1800	PPE28	PPE family protein PPE28	Non essential	PE/PPE	Rv2266, Rv1206, Rv2793c, Rv2584c, Rv3903c, Rv2673, Rv3097c, Rv3765c, Rv0073, Rv1026
Rv1801	PPE29	PPE family protein PPE29	Non essential	PE/PPE	Rv1266c, Rv2005c, Rv3660c, Rv2748c, Rv2301, Rv1410c, Rv2880c, Rv2196, Rv1981c, Rv2032
Rv1802	PPE30	PPE family protein PPE30	Non essential	PE/PPE	Rv3792, Rv3515c, Rv1915, Rv1843c, Rv0015c, Rv1760, Rv0351, Rv2402, Rv2029c, Rv3469c
Rv1803c	PE_PGRS32	PE-PGRS family protein PE_PGRS32	Non essential	PE/PPE	Rv0620, Rv1368, Rv3452, Rv3309c, Rv0677c, Rv3600c, Rv0847, Rv3826, Rv0277c, Rv0908
Rv1804c	-	hypothetical protein	Non essential	conserved hypotheticals	Rv1180, Rv2821c, Rv1425, Rv0114, Rv0889c, Rv0187, Rv2688c, Rv0570, Rv1219c, Rv1129c
Rv1805c	-	Hypothetical protein	Non essential	conserved hypotheticals	Rv1169c, Rv0005, Rv3565, Rv1187, Rv2816c, Rv1938, Rv1218c, Rv1608c, Rv0220, Rv3155
Rv1806	PE20	PE family protein PE20	Non essential	PE/PPE	Rv2218, Rv0342, Rv3297, Rv0445c, Rv1328, Rv3124, Rv0505c, Rv2416c, Rv1365c, Rv2852c
Rv1807	PPE31	PPE family protein PPE31	Non essential	PE/PPE	Rv1294, Rv1989c, Rv1511, Rv2095c, Rv2824c, Rv1028c, Rv1997, Rv2155c, Rv1392, Rv2440c
Rv1808	PPE32	PPE family protein PPE32	Growth advantage	PE/PPE	Rv1475c, Rv2841c, Rv3384c, Rv3791, Rv0549c, Rv2985, Rv1699, Rv1474c, Rv1605, Rv1736c
Rv1809	PPE33	PPE family protein PPE33	Non essential	PE/PPE	Rv2215, Rv1633, Rv3583c, Rv2181, Rv1474c, Rv1285, Rv0407, Rv2175c, Rv3084, Rv2453c
Rv1810	-	hypothetical protein	Non essential	conserved hypotheticals	Rv1288, Rv0853c, Rv1433, Rv0813c, Rv1077, Rv2801A, Rv3379c, Rv2388c, Rv2482c, Rv2211c
Rv1811	mgtC	Possible Mg2+ transport P-type ATPase C MgtC	Growth advantage	cell wall and cell processes	Rv2914c, Rv3382c, Rv1143, Rv0901, Rv0669c, Rv2158c, Rv0301, Rv3585, Rv1651c, Rv0252
Rv1812c	-	Probable dehydrogenase	Non essential	intermediary metabolism and respiration	Rv2985, Rv2601, Rv0600c, Rv1346, Rv3384c, Rv1736c, Rv1247c, Rv3919c, Rv3310, Rv0241c
Rv1813c	-	hypothetical protein	Non essential	conserved hypotheticals	Rv0577, Rv2688c, Rv2376c, Rv0187, Rv1223, Rv3203, Rv0889c, Rv0114, Rv0262c, Rv2289
Rv1814	erg3	Membrane-bound C-5 sterol desaturase Erg3 (sterol-C5-desaturase)	Growth advantage	lipid metabolism	Rv1983, Rv2296, Rv3825c, Rv1028c, Rv2501c, Rv0643c, Rv3573c, Rv1876, Rv0221, Rv1980c
Rv1815	-	hypothetical protein	Non essential	conserved hypotheticals	Rv3763, Rv3505, Rv0693, Rv2740, Rv3416, Rv2234, Rv3313c, Rv3087, Rv1712, Rv3405c
Rv1816	-	Possible transcriptional regulatory protein	Non essential	regulatory proteins	Rv2783c, Rv2068c, Rv3330, Rv3879c, Rv2211c, Rv0938, Rv1079, Rv3083, Rv1020, Rv2593c
Rv1817	-	Possible flavoprotein	Non essential	intermediary metabolism and respiration	Rv0630c, Rv1030, Rv3010c, Rv2284, Rv1168c, Rv3370c, Rv1082, Rv0573c, Rv2245, Rv1256c
Rv1818c	PE_PGRS33	PE-PGRS family protein PE_PGRS33	Non essential	PE/PPE	Rv2389c, Rv2727c, Rv1911c, Rv0230c, Rv1160, Rv1675c, Rv2719c, Rv2902c, Rv2548, Rv2285
Rv1819c	bacA	Probable drug-transport transmembrane ATP-binding protein ABC transporter BacA	Non essential	cell wall and cell processes	Rv0019c, Rv3433c, Rv3036c, Rv3823c, Rv0009, Rv0627, Rv3838c, Rv2977c, Rv2710, Rv1221
Rv1820	ilvG	Probable acetolactate synthase IlvG (acetohydroxy-acid synthase)(ALS)	Non essential	intermediary metabolism and respiration	Rv0092, Rv2589, Rv1640c, Rv2258c, Rv0491, Rv2614c, Rv2537c, Rv2241, Rv2746c, Rv2421c
Rv1821	secA2	Possible preprotein translocase ATPase SecA2	Non essential	cell wall and cell processes	Rv3526, Rv3794, Rv2677c, Rv1485, Rv3790, Rv2746c, Rv2241, Rv2418c, Rv2537c, Rv2525c
Rv1822	pgsA2	Probable CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase PgsA2 (PGP synthase) (phosphatidylglycerophosphate synthase) (3-phosphatidyl-1'-glycerol-3'phosphate synthase)	Essential	lipid metabolism	Rv2359, Rv1538c, Rv2613c, Rv2476c, Rv3810, Rv0983, Rv1539, Rv0465c, Rv1932, Rv1477
Rv1823	-	hypothetical protein	Non essential	conserved hypotheticals	Rv1539, Rv2613c, Rv1538c, Rv2359, Rv0465c, Rv1822, Rv1957, Rv3810, Rv2476c, Rv0983
Rv1824	-	hypothetical protein	Non essential	cell wall and cell processes	Rv0465c, Rv1957, Rv2613c, Rv1538c, Rv1539, Rv3810, Rv2359, Rv3131, Rv1822, Rv3574
Rv1825	-	hypothetical protein	Non essential	conserved hypotheticals	Rv2476c, Rv0983, Rv1932, Rv2419c, Rv1698, Rv1477, Rv1822, Rv2359, Rv3413c, Rv2733c
Rv1826	gcvH	Probable glycine cleavage system H protein GcvH	Essential	intermediary metabolism and respiration	Rv2439c, Rv3457c, Rv0787A, Rv2988c, Rv1436, Rv1415, Rv2397c, Rv1612, Rv0788, Rv0772
Rv1827	garA	Conserved protein with FHA domain, GarA	Growth defect	conserved hypotheticals	Rv2572c, Rv2448c, Rv1326c, Rv1990c, Rv1381, Rv1656, Rv2244, Rv0236c, Rv1017c, Rv1603
Rv1828	-	hypothetical protein	Growth defect	conserved hypotheticals	Rv2477c, Rv1093, Rv1617, Rv3221A, Rv3245c, Rv3789, Rv3215, Rv1300, Rv0363c, Rv1600
Rv1829	-	hypothetical protein	Non essential	conserved hypotheticals	Rv3546, Rv0994, Rv1086, Rv0101, Rv1238, Rv0099, Rv1798, Rv1411c, Rv1348, Rv0998
Rv1830	-	hypothetical protein	Essential	conserved hypotheticals	Rv3654c, Rv1089, Rv2946c, Rv2881c, Rv1611, Rv2173, Rv1334, Rv3199c, Rv2743c, Rv2795c
Rv1831	-	Hypothetical protein	Non essential	conserved hypotheticals	Rv0978c, Rv1746, Rv1886c, Rv3119, Rv3109, Rv3826, Rv0148, Rv1745c, Rv0802c, Rv0847
Rv1832	gcvB	Probable glycine dehydrogenase GcvB (glycine decarboxylase) (glycine cleavage system P-protein)	Essential	intermediary metabolism and respiration	Rv0788, Rv3602c, Rv1409, Rv1609, Rv2995c, Rv1612, Rv2225, Rv2192c, Rv1415, Rv3710
Rv1833c	-	Possible haloalkane dehalogenase	Non essential	intermediary metabolism and respiration	Rv2459, Rv0609, Rv1079, Rv3330, Rv2948c, Rv1992c, Rv0553, Rv2783c, Rv2068c, Rv3083
Rv1834	lipZ	Probable hydrolase	Growth advantage	intermediary metabolism and respiration	Rv2579, Rv2112c, Rv1160, Rv0230c, Rv1675c, Rv1911c, Rv2719c, Rv2922c, Rv2727c, Rv0438c
Rv1835c	-	hypothetical protein	Growth advantage	conserved hypotheticals	Rv0058, Rv2924c, Rv3232c, Rv0535, Rv1010, Rv3406, Rv1032c, Rv0103c, Rv1213, Rv2402
Rv1836c	-	hypothetical protein	Non essential	conserved hypotheticals	Rv0129c, Rv1184c, Rv0241c, Rv1633, Rv2215, Rv0407, Rv3084, Rv3586, Rv1285, Rv1474c
Rv1837c	glcB	Malate synthase G GlcB	Essential	intermediary metabolism and respiration	Rv0482, Rv0896, Rv3676, Rv3923c, Rv0288, Rv2986c, Rv3802c, Rv3465, Rv2981c, Rv0733
Rv1838c	vapC13	Possible toxin VapC13	Growth advantage	virulence, detoxification, adaptation	Rv2916c, Rv0503c, Rv0300, Rv1202, Rv2173, Rv3389c, Rv2495c, Rv1131, Rv2150c, Rv0453
Rv1839c	vapB13	Possible antitoxin VapB13	Non essential	virulence, detoxification, adaptation	Rv2916c, Rv3803c, Rv2173, Rv1334, Rv0483, Rv0300, Rv2495c, Rv1131, Rv1202, Rv2150c
Rv1840c	PE_PGRS34	PE-PGRS family protein PE_PGRS34	Non essential	PE/PPE	Rv2284, Rv1168c, Rv0630c, Rv1030, Rv1082, Rv3010c, Rv3370c, Rv0573c, Rv3384c, Rv1247c
Rv1841c	-	hypothetical protein	Non essential	cell wall and cell processes	Rv1129c, Rv0570, Rv1219c, Rv3088, Rv3681c, Rv1130, Rv1425, Rv1261c, Rv2821c, Rv2952
Rv1842c	-	hypothetical protein	Non essential	cell wall and cell processes	Rv0407, Rv3084, Rv1633, Rv1285, Rv2215, Rv3583c, Rv2221c, Rv0014c, Rv1184c, Rv0642c
Rv1843c	guaB1	Probable inosine-5'-monophosphate dehydrogenase GuaB1(imp dehydrogenase) (IMPDH) (IMPD)	Growth advantage	intermediary metabolism and respiration	Rv1915, Rv1760, Rv0351, Rv2029c, Rv0015c, Rv3469c, Rv0598c, Rv3824c, Rv0159c, Rv3792
Rv1844c	gnd1	Probable 6-phosphogluconate dehydrogenase Gnd1	Growth advantage	intermediary metabolism and respiration	Rv2855, Rv2970c, Rv3148, Rv0624, Rv2243, Rv2176, Rv3820c, Rv2878c, Rv3145, Rv0602c
Rv1845c	blaR	Possible sensor-transducer protein BlaR	Non essential	cell wall and cell processes	Rv1617, Rv1300, Rv1828, Rv2477c, Rv0363c, Rv1093, Rv3221A, Rv3245c, Rv2839c, Rv3789
Rv1846c	blaI	Transcriptional repressor BlaI	Non essential	regulatory proteins	Rv1447c, Rv0191, Rv3703c, Rv1692, Rv3866, Rv1860, Rv1478, Rv3557c, Rv0864, Rv0432
Rv1847	-	hypothetical protein	Non essential	conserved hypotheticals	Rv2289, Rv2006, Rv2429, Rv0889c, Rv2436, Rv0114, Rv0182c, Rv2376c, Rv1317c, Rv0233
Rv1848	ureA	Urease gamma subunit UreA (urea amidohydrolase)	Non essential	intermediary metabolism and respiration	Rv2428, Rv1264, Rv0220, Rv3155, Rv1608c, Rv2816c, Rv3130c, Rv1755c, Rv3444c, Rv1187
Rv1849	ureB	Urease beta subunit UreB (urea amidohydrolase)	Non essential	intermediary metabolism and respiration	Rv0321, Rv1712, Rv3214, Rv3087, Rv0732, Rv2427c, Rv3505, Rv3809c, Rv2179c, Rv0864
Rv1850	ureC	Urease alpha subunit UreC (urea amidohydrolase)	Non essential	intermediary metabolism and respiration	Rv2063A, Rv0132c, Rv1155, Rv3547, Rv2573, Rv3744, Rv0583c, Rv1162, Rv1994c, Rv0116c
Rv1851	ureF	Urease accessory protein UreF	Non essential	intermediary metabolism and respiration	Rv2948c, Rv0609, Rv2208, Rv2459, Rv2868c, Rv2066, Rv1665, Rv1079, Rv3330, Rv0553
Rv1852	ureG	Urease accessory protein UreG	Non essential	intermediary metabolism and respiration	Rv2043c, Rv1541c, Rv0601c, Rv3444c, Rv1755c, Rv3130c, Rv2007c, Rv1848, Rv1264, Rv2428
Rv1853	ureD	Probable urease accessory protein UreD	Non essential	intermediary metabolism and respiration	Rv1860, Rv0864, Rv3703c, Rv2427c, Rv1846c, Rv1447c, Rv0191, Rv1478, Rv3866, Rv3313c
Rv1854c	ndh	Probable NADH dehydrogenase Ndh	Growth defect	intermediary metabolism and respiration	Rv3858c, Rv2195, Rv2983, Rv0440, Rv2222c, Rv2470, Rv2773c, Rv2220, Rv2582, Rv1631
Rv1855c	-	Possible oxidoreductase	Growth advantage	intermediary metabolism and respiration	Rv0676c, Rv2590, Rv1747, Rv0447c, Rv0159c, Rv0516c, Rv3469c, Rv0899, Rv0015c, Rv3824c
Rv1856c	-	Possible oxidoreductase	Growth advantage	intermediary metabolism and respiration	Rv2677c, Rv3557c, Rv3866, Rv0981, Rv0432, Rv1221, Rv1692, Rv3790, Rv2710, Rv1447c
Rv1857	modA	Probable molybdate-binding lipoprotein ModA	Growth advantage	cell wall and cell processes	Rv3405c, Rv2010, Rv2103c, Rv0734, Rv2234, Rv1253, Rv1207, Rv2602, Rv3416, Rv0409
Rv1858	modB	Probable molybdenum-transport integral membrane protein ABC transporter ModB	Non essential	cell wall and cell processes	Rv3743c, Rv3701c, Rv1985c, Rv0286, Rv1161, Rv1246c, Rv2245, Rv0977, Rv3862c, Rv1625c
Rv1859	modC	Probable molybdenum-transport ATP-binding protein ABC transporter ModC	Non essential	cell wall and cell processes	Rv3307, Rv1872c, Rv0987, Rv0620, Rv0895, Rv3315c, Rv0277c, Rv0969, Rv0408, NONE
Rv1860	apa	Alanine and proline rich secreted protein Apa (fibronectin attachment protein) (immunogenic protein MPT32) (antigen MPT-32) (45-kDa glycoprotein) (45/47 kDa antigen)	Non essential	cell wall and cell processes	Rv0864, Rv3703c, Rv2427c, Rv1846c, Rv1447c, Rv1478, Rv0191, Rv3866, Rv3313c, Rv1692
Rv1861	-	Probable conserved transmembrane protein	Non essential	cell wall and cell processes	Rv0845, Rv1876, Rv3377c, Rv1983, Rv1980c, Rv0643c, Rv0058, Rv2296, Rv3408, Rv3573c
Rv1862	adhA	Probable alcohol dehydrogenase AdhA	Non essential	intermediary metabolism and respiration	Rv3487c, Rv2484c, Rv1384, Rv3566c, Rv2431c, Rv2462c, Rv0838, Rv0194, Rv0458, Rv0468
Rv1863c	-	Probable conserved integral membrane protein	Non essential	cell wall and cell processes	Rv3826, Rv1886c, Rv0847, Rv1368, Rv3452, Rv3309c, Rv0677c, Rv3109, Rv0978c, Rv3119
Rv1864c	-	hypothetical protein	Non essential	conserved hypotheticals	Rv1161, Rv1625c, Rv3111, Rv1634, Rv3451, Rv2275, Rv3701c, Rv0573c, Rv0006, Rv2245
Rv1865c	-	Probable short-chain type dehydrogenase	Non essential	intermediary metabolism and respiration	Rv1021, Rv0192, Rv2817c, Rv2217, Rv2819c, Rv2818c, Rv3667, Rv2822c, Rv0694, Rv0617
Rv1866	-	hypothetical protein	Non essential	lipid metabolism	Rv2866, Rv3229c, Rv1553, Rv0986, Rv2549c, Rv0969, Rv0277c, Rv0586, Rv3600c, Rv0987
Rv1867	-	hypothetical protein	Non essential	lipid metabolism	Rv0901, Rv3585, Rv1399c, Rv0301, Rv2823c, Rv0252, Rv1075c, Rv3382c, Rv2158c, Rv2914c
Rv1868	-	hypothetical protein	Non essential	conserved hypotheticals	Rv1474c, Rv2215, Rv2181, Rv1475c, Rv3583c, Rv2453c, Rv2175c, Rv1633, Rv0079, Rv0153c
Rv1869c	-	Probable reductase	Non essential	intermediary metabolism and respiration	Rv1430, Rv1511, Rv1294, Rv1989c, Rv2155c, Rv3609c, Rv2095c, Rv3573c, Rv1695, Rv3156
Rv1870c	-	hypothetical protein	Non essential	conserved hypotheticals	Rv3826, Rv0978c, Rv1886c, Rv0148, Rv1746, Rv0802c, Rv3119, Rv3109, Rv3309c, Rv1745c
Rv1871c	-	hypothetical protein	Non essential	conserved hypotheticals	Rv3740c, Rv1246c, Rv1985c, Rv3080c, Rv0629c, Rv3743c, Rv1256c, Rv2238c, Rv2009, Rv3862c
Rv1872c	lldD2	Possible L-lactate dehydrogenase (cytochrome) LldD2	Non essential	intermediary metabolism and respiration	Rv0277c, Rv0987, Rv0969, Rv0620, Rv2549c, Rv1859, Rv0986, Rv3600c, Rv2866, NONE
Rv1873	-	hypothetical protein	Growth advantage	conserved hypotheticals	Rv0869c, Rv3097c, Rv1410c, Rv0073, Rv2861c, Rv2880c, Rv2301, Rv1694, Rv3660c, Rv3509c
Rv1874	-	hypothetical protein	Growth advantage	conserved hypotheticals	Rv2824c, Rv1997, Rv1392, Rv1311, Rv2158c, Rv0669c, Rv2351c, Rv3382c, Rv1651c, Rv0252
Rv1875	-	hypothetical protein	Growth advantage	conserved hypotheticals	Rv0642c, Rv2786c, Rv0014c, Rv3441c, Rv1962c, Rv1449c, Rv1335, Rv2743c, Rv1285, Rv1336
Rv1876	bfrA	Probable bacterioferritin BfrA	Growth advantage	intermediary metabolism and respiration	Rv3377c, Rv0845, Rv1980c, Rv1983, Rv3408, Rv2296, Rv0764c, Rv0221, Rv0643c, NONE
Rv1877	-	Probable conserved integral membrane protein	Growth advantage	cell wall and cell processes	Rv2332, Rv0956, Rv2950c, Rv3886c, Rv1242, Rv2196, Rv0512, Rv0934, Rv3509c, Rv2953
Rv1878	glnA3	Probable glutamine synthetase GlnA3 (glutamine synthase) (GS-I)	Non essential	intermediary metabolism and respiration	Rv3065, Rv2349c, Rv1690, Rv1297, Rv2136c, Rv1552, Rv3825c, Rv0194, Rv2631, Rv0221
Rv1879	-	hypothetical protein	Non essential	conserved hypotheticals	Rv1653, Rv2953, Rv2950c, Rv3045, Rv2332, Rv0956, Rv0564c, Rv2780, Rv0237, Rv2228c
Rv1880c	cyp140	Probable cytochrome P450 140 Cyp140	Non essential	intermediary metabolism and respiration	Rv0418, Rv2530c, Rv3911, Rv3272, Rv3754, Rv1088, Rv0500, Rv3062, Rv2596, Rv1562c
Rv1881c	lppE	Possible conserved lipoprotein LppE	Growth advantage	cell wall and cell processes	Rv1897c, Rv0469, Rv0050, Rv2179c, Rv1284, Rv2088, Rv1108c, Rv3653, Rv3286c, Rv0732
Rv1882c	-	Probable short-chain type dehydrogenase/reductase	Growth advantage	intermediary metabolism and respiration	Rv1625c, Rv1161, Rv0006, Rv0286, Rv3701c, Rv2275, Rv3451, Rv3111, Rv1634, Rv3366
Rv1883c	-	hypothetical protein	Growth advantage	conserved hypotheticals	Rv2916c, Rv3803c, Rv0300, Rv0483, Rv1334, Rv2173, Rv2495c, Rv2464c, Rv1131, Rv1202
Rv1884c	rpfC	Probable resuscitation-promoting factor RpfC	Growth advantage	cell wall and cell processes	Rv2466c, Rv3270, Rv0020c, Rv0678, Rv3024c, Rv0948c, Rv2276, Rv0130, Rv3223c, Rv2801c
Rv1885c	-	Chorismate mutase	Growth advantage	intermediary metabolism and respiration	Rv0654, Rv0008c, Rv3328c, Rv1917c, Rv2976c, Rv3780, Rv2822c, Rv2088, Rv0192, Rv1021
Rv1886c	fbpB	Secreted antigen 85-B FbpB (85B) (antigen 85 complex B) (mycolyl transferase 85B) (fibronectin-binding protein B) (extracellular alpha-antigen)	Growth advantage	lipid metabolism	Rv3109, Rv0978c, Rv0847, Rv3119, Rv1745c, Rv3826, Rv0677c, Rv3452, Rv3398c, Rv1368
Rv1887	-	Hypothetical protein	Non essential	conserved hypotheticals	Rv0015c, Rv3469c, Rv1747, Rv0676c, Rv2590, Rv1843c, Rv0447c, Rv1760, Rv0159c, Rv2029c
Rv1888A	-	hypothetical protein	Uncertain	conserved hypotheticals	Rv0285, Rv0382c, Rv0886, Rv2373c, Rv2145c, Rv1599, Rv1330c, Rv1605, Rv0558, Rv1182
Rv1888c	-	Possible transmembrane protein	Non essential	cell wall and cell processes	Rv1297, Rv1552, Rv1690, Rv2349c, Rv3825c, Rv2501c, Rv1651c, Rv2351c, Rv3065, NONE
Rv1889c	-	hypothetical protein	Non essential	conserved hypotheticals	Rv3149, Rv1537, Rv2623, Rv0496, Rv2801c, Rv0678, Rv2919c, Rv1259, Rv3270, Rv0982
Rv1890c	-	Hypothetical protein	Non essential	conserved hypotheticals	Rv3097c, Rv0869c, Rv0073, Rv2861c, Rv0904c, Rv1410c, Rv2880c, Rv2266, Rv1206, Rv2673
Rv1891	-	hypothetical protein	Non essential	conserved hypotheticals	Rv1246c, Rv3080c, Rv3740c, Rv3056, Rv1985c, Rv0518, Rv2484c, Rv3862c, Rv3743c, Rv2009
Rv1892	-	Probable membrane protein	Non essential	cell wall and cell processes	Rv2294, Rv3366, Rv2299c, Rv1196, Rv0006, Rv0286, Rv0977, Rv3106, Rv1771, Rv1625c
Rv1893	-	hypothetical protein	Uncertain	conserved hypotheticals	Rv1293, Rv2447c, Rv3425, Rv2539c, Rv1527c, Rv3598c, Rv3012c, Rv1306, Rv2465c, Rv2720
Rv1894c	-	hypothetical protein	Non essential	conserved hypotheticals	Rv1989c, Rv1511, Rv1294, Rv2155c, Rv2095c, Rv1430, Rv3609c, Rv1028c, Rv3573c, Rv2440c
Rv1895	-	Possible dehydrogenase	Non essential	intermediary metabolism and respiration	Rv1246c, Rv3740c, Rv3080c, Rv1985c, Rv3743c, Rv3056, Rv3862c, Rv0629c, Rv0518, Rv2009
Rv1896c	-	hypothetical protein	Non essential	conserved hypotheticals	Rv1746, Rv2958c, Rv2407, Rv0233, Rv1317c, Rv1344, Rv0148, Rv2911, Rv0978c, Rv3119
Rv1897c	-	hypothetical protein	Non essential	conserved hypotheticals	Rv0050, Rv1284, Rv1108c, Rv0469, Rv2179c, Rv3383c, Rv3286c, Rv1102c, Rv0409, Rv2088
Rv1898	-	hypothetical protein	Non essential	conserved hypotheticals	Rv0013, Rv2586c, Rv0126, Rv1114, Rv2829c, Rv0900, Rv2745c, Rv3168, Rv0902c, Rv3835
Rv1899c	lppD	Possible lipoprotein LppD	Non essential	cell wall and cell processes	Rv1026, Rv0385, Rv1033c, Rv0091, Rv3234c, Rv3903c, Rv1009, Rv0866, Rv3282, Rv2626c
Rv1900c	lipJ	Probable lignin peroxidase LipJ	Non essential	intermediary metabolism and respiration	Rv1989c, Rv2095c, Rv1294, Rv2824c, Rv1511, Rv1997, Rv1392, Rv2440c, Rv1311, Rv2155c
Rv1901	cinA	Probable CinA-like protein CinA	Non essential	virulence, detoxification, adaptation	Rv2450c, Rv2191, Rv2187, Rv0931c, Rv3158, Rv0183, Rv1386, Rv0932c, Rv1151c, Rv0413
Rv1902c	nanT	Probable sialic acid-transport integral membrane protein NanT	Non essential	cell wall and cell processes	Rv1989c, Rv1294, Rv1511, Rv2095c, Rv2155c, Rv2824c, Rv1997, Rv2440c, Rv1392, Rv1028c
Rv1903	-	Probable conserved membrane protein	Growth advantage	cell wall and cell processes	Rv0351, Rv2029c, Rv1915, Rv1760, Rv0598c, Rv3824c, Rv1843c, Rv3469c, Rv0159c, Rv0015c
Rv1904	-	hypothetical protein	Growth advantage	conserved hypotheticals	Rv2501c, Rv1028c, Rv3825c, Rv2351c, Rv2824c, Rv1983, Rv1294, Rv3573c, Rv1651c, Rv2296
Rv1905c	aao	Probable D-amino acid oxidase Aao	Non essential	intermediary metabolism and respiration	Rv2701c, Rv3225c, Rv2725c, Rv1189, Rv2539c, Rv1075c, Rv0444c, Rv0054, Rv1293, Rv2823c
Rv1906c	-	hypothetical protein	Non essential	conserved hypotheticals	Rv2097c, Rv1638, Rv2977c, Rv0490, Rv2151c, Rv1280c, Rv3908, Rv2524c, Rv1496, Rv3722c
Rv1907c	-	Hypothetical protein	Non essential	conserved hypotheticals	Rv0300, Rv2916c, Rv2495c, Rv3803c, Rv0483, Rv2464c, Rv1334, Rv2173, Rv2497c, NONE
Rv1908c	katG	Catalase-peroxidase-peroxynitritase T KatG	Non essential	virulence, detoxification, adaptation	Rv2131c, Rv2391, Rv3025c, Rv1340, Rv2096c, Rv2246, Rv2454c, Rv2540c, Rv3764c, Rv2050
